District,Block,Total_Schools,Growth_Schools,Decline_Schools,Recovery_Schools,Volatile_Schools,Low_Continuity_Schools,Wide_Enroll_Spread_Schools,Girls_Declining_Schools,Avg_Growth_pct,Avg_Continuity_8_9,Avg_Girls_Ratio,Block_Zone,Priority_Action_Flag
SIDDHARTHNAGAR,NAUGARH,4,0,0,1,1,0,0,0,21.52,570.34,0.637,YELLOW,False
SIDDHARTHNAGAR,SHOHARATGARH,1,0,0,0,1,0,0,0,43.18,570.34,0.698,YELLOW,False
SITAPUR,ALIYA,3,1,0,2,2,0,1,1,72.88,570.34,0.629,YELLOW,False
SITAPUR,BEHTA,6,2,0,4,3,0,0,3,27.6,570.34,0.527,YELLOW,False
SITAPUR,BISWAN,3,1,1,1,2,0,0,1,125.03,570.34,0.478,ORANGE,True
SITAPUR,GONDLAMAU,2,0,0,1,1,0,0,1,6.76,570.34,0.479,YELLOW,False
SITAPUR,HARGAON,2,1,0,0,0,0,0,0,9.9,570.34,0.444,YELLOW,False
SITAPUR,KASMANDA,2,1,0,0,0,0,0,0,22.76,570.34,0.773,YELLOW,False
SITAPUR,KHAIRABAD,2,1,0,0,0,0,0,2,12.84,570.34,0.493,YELLOW,False
SITAPUR,LAHARPUR,3,3,0,0,3,0,1,0,828.17,570.34,0.585,GREEN,False
SITAPUR,MACHHAREHTA,3,0,0,2,3,0,0,0,13.7,570.34,0.506,YELLOW,False
SITAPUR,MAHMOODABAD,4,3,0,1,3,0,1,1,186.11,570.34,0.662,GREEN,False
SITAPUR,MAHOLI,2,1,0,1,1,0,0,1,120.04,570.34,0.67,YELLOW,False
SITAPUR,MISRIKH,3,1,0,0,1,0,0,0,39.97,570.34,0.659,YELLOW,False
SITAPUR,N.K.BISWAN,1,0,1,0,0,0,0,1,-22.38,570.34,0.995,RED,True
SITAPUR,N.K.KHAIRABAD,1,0,0,0,0,0,0,1,-0.52,570.34,1.0,YELLOW,False
SITAPUR,N.K.SITAPUR,2,0,0,0,0,0,0,1,-7.9,570.34,0.5,ORANGE,True
SITAPUR,PAHALA,4,2,0,1,2,0,0,1,30.38,570.34,0.542,YELLOW,False
SITAPUR,PARSENDI,1,0,0,0,0,0,0,1,-1.69,570.34,0.448,YELLOW,False
SITAPUR,PISAWAN,4,2,0,0,2,0,1,1,135.15,570.34,0.691,YELLOW,False
SITAPUR,RAMPURMATHURA,5,1,0,1,1,0,1,0,26.75,570.34,0.499,YELLOW,False
SITAPUR,REUSA,2,1,0,1,1,0,0,0,31.41,570.34,0.486,YELLOW,False
SITAPUR,SAKARAN,3,0,0,0,2,0,0,1,14.87,570.34,0.46,YELLOW,False
SITAPUR,SIDHAULI,4,0,0,3,2,0,0,1,9.19,570.34,0.518,YELLOW,False
SONBHADRA,BABHANI,4,1,0,3,2,0,0,0,44.56,570.34,0.593,YELLOW,False
SONBHADRA,CHATRA,2,1,0,0,2,0,0,0,2807.98,570.34,0.591,YELLOW,False
SONBHADRA,CHOPAN,8,3,1,2,4,0,0,3,21.02,570.34,0.556,YELLOW,False
SONBHADRA,DUDHI,6,2,0,0,1,0,0,1,12.34,570.34,0.509,YELLOW,False
SONBHADRA,GHORAWAL,7,2,0,0,3,0,0,0,41.57,570.34,0.587,YELLOW,False
SONBHADRA,MYORPUR,9,1,0,7,6,0,0,4,3857.12,570.34,0.504,YELLOW,False
SONBHADRA,NAGWA,9,0,0,4,4,0,0,3,-3.51,570.34,0.566,YELLOW,False
SONBHADRA,ROBERTSGANJ,3,0,0,1,0,0,0,1,3.95,570.34,0.678,YELLOW,False
SULTANPUR,BALDIRAI,3,0,0,2,2,0,0,0,12.84,570.34,0.592,YELLOW,False
SULTANPUR,BHADAIYAN,5,0,0,2,0,0,1,2,5.92,570.34,0.506,YELLOW,False
SULTANPUR,DHANPATGANJ,2,1,1,0,1,0,0,1,25.02,570.34,0.516,ORANGE,True
SULTANPUR,DOSTPUR,2,0,0,1,1,0,0,1,48.22,570.34,0.414,YELLOW,False
SULTANPUR,DUBEYPUR,2,1,0,0,2,0,0,0,45.78,570.34,0.258,YELLOW,False
SULTANPUR,JAISINGHPUR,2,0,1,0,2,0,0,1,4.01,570.34,0.468,ORANGE,True
SULTANPUR,KADIPUR,1,0,0,1,0,0,0,1,-0.73,570.34,1.0,YELLOW,False
SULTANPUR,KARAUNDI KALA,1,0,0,0,0,0,0,0,1.15,570.34,0.47,YELLOW,False
SULTANPUR,KUREBHAR,2,0,0,0,0,0,0,0,20.54,570.34,0.514,YELLOW,False
SULTANPUR,KURWAR,2,0,2,0,0,0,0,1,-17.26,570.34,0.592,RED,True
SULTANPUR,MOTIGARPUR,2,0,0,2,2,0,0,1,53.37,570.34,0.498,YELLOW,False
SULTANPUR,SULTANPUR CITY,2,0,0,0,1,0,0,0,11.08,570.34,0.5,YELLOW,False
UNNAO,ASOHA,1,0,0,0,0,0,0,0,-8.08,570.34,0.571,ORANGE,True
UNNAO,AURAS,5,1,0,1,2,0,0,3,12.31,570.34,0.499,YELLOW,False
UNNAO,BAGARMAU,3,0,0,1,2,0,0,0,48.82,570.34,0.709,YELLOW,False
UNNAO,BICHHIYA,2,0,1,1,0,0,0,2,-4.15,570.34,0.783,ORANGE,True
UNNAO,BIGHAPUR,2,0,0,0,2,0,0,0,44.44,570.34,0.612,YELLOW,False
UNNAO,CITI AREA,2,0,1,0,0,0,0,1,-21.22,570.34,0.5,RED,True
UNNAO,FATEHPUR 84,1,0,0,1,0,0,0,1,-2.54,570.34,1.0,YELLOW,False
UNNAO,GANGMURADABAD,2,1,0,0,0,0,0,0,30.88,570.34,0.794,YELLOW,False
UNNAO,HASANGANJ,1,0,0,1,1,0,0,1,31.03,570.34,0.526,YELLOW,False
UNNAO,HILOULI,3,1,0,1,3,0,0,1,17.08,570.34,0.537,YELLOW,False
UNNAO,MIYAGANJ,2,0,0,1,1,0,0,0,40.03,570.34,0.491,YELLOW,False
UNNAO,NAVABGANJ,5,0,1,2,2,0,0,2,11.08,570.34,0.585,YELLOW,False
UNNAO,PURWA,2,1,0,0,0,0,0,1,-3.86,570.34,0.77,YELLOW,False
UNNAO,SAFIPUR,2,1,0,0,0,0,0,1,19.39,570.34,0.724,YELLOW,False
UNNAO,SIKANDERPUR KARN,4,1,0,0,2,0,0,0,-1.95,570.34,0.615,YELLOW,False
UNNAO,SIKANDERPUR SAROSI,2,1,0,1,1,0,0,1,2.89,570.34,0.453,YELLOW,False
UNNAO,SUMERPUR,1,0,0,1,1,0,0,1,-31.71,570.34,0.5,RED,True
VARANASI,ARAJILINES,9,1,2,5,2,0,0,4,2.63,570.34,0.543,YELLOW,False
VARANASI,BARAGAON,2,2,0,0,1,0,0,0,56.02,570.34,0.48,GREEN,False
VARANASI,CHIRAIGAON,3,2,0,0,0,0,0,0,26.29,570.34,0.523,GREEN,False
VARANASI,CHOLAPUR,2,1,0,0,1,0,0,0,27.06,570.34,0.782,YELLOW,False
VARANASI,HARHUA,2,0,0,2,1,0,0,0,59.0,570.34,0.492,YELLOW,False
VARANASI,KASHIVIDYAPEETH,2,0,0,1,1,0,0,1,6.94,570.34,0.76,YELLOW,False
VARANASI,NAGAR NIGAM,2,0,2,0,0,0,0,1,-19.11,570.34,0.509,RED,True
VARANASI,NAGAR PALIKA RAMNAGAR,2,0,0,1,0,0,0,0,7.63,570.34,0.5,YELLOW,False
VARANASI,PINDRA,2,0,0,1,1,0,0,1,18.96,570.34,0.512,YELLOW,False
VARANASI,SEWAPURI,5,0,0,4,2,0,0,0,13.38,570.34,0.609,YELLOW,False
