District,Block,Year,Total_Enrollment,Avg_Enrollment,School_Count
CHANDAULI,SAKALDIHA,2025-26,186,186.0,1
CHANDAULI,SHAHABGANJ,2022-23,381,95.2,4
CHANDAULI,SHAHABGANJ,2023-24,386,96.5,4
CHANDAULI,SHAHABGANJ,2024-25,445,111.2,4
CHANDAULI,SHAHABGANJ,2025-26,381,95.2,4
CHITRAKOOT,CHITRAKOOT,2022-23,1005,201.0,5
CHITRAKOOT,CHITRAKOOT,2023-24,1010,202.0,5
CHITRAKOOT,CHITRAKOOT,2024-25,1012,202.4,5
CHITRAKOOT,CHITRAKOOT,2025-26,1081,216.2,5
CHITRAKOOT,CHITRAKOOT (URBAN),2022-23,531,531.0,1
CHITRAKOOT,CHITRAKOOT (URBAN),2023-24,598,598.0,1
CHITRAKOOT,CHITRAKOOT (URBAN),2024-25,600,600.0,1
CHITRAKOOT,CHITRAKOOT (URBAN),2025-26,566,566.0,1
CHITRAKOOT,MANIKPUR,2022-23,899,149.8,6
CHITRAKOOT,MANIKPUR,2023-24,826,137.7,6
CHITRAKOOT,MANIKPUR,2024-25,826,137.7,6
CHITRAKOOT,MANIKPUR,2025-26,826,137.7,6
CHITRAKOOT,MAU,2022-23,1629,271.5,6
CHITRAKOOT,MAU,2023-24,1566,261.0,6
CHITRAKOOT,MAU,2024-25,1621,270.2,6
CHITRAKOOT,MAU,2025-26,1713,285.5,6
CHITRAKOOT,PAHADI,2022-23,698,77.6,9
CHITRAKOOT,PAHADI,2023-24,819,91.0,9
CHITRAKOOT,PAHADI,2024-25,779,86.6,9
CHITRAKOOT,PAHADI,2025-26,849,94.3,9
CHITRAKOOT,RAM NAGAR,2022-23,817,408.5,2
CHITRAKOOT,RAM NAGAR,2023-24,782,391.0,2
CHITRAKOOT,RAM NAGAR,2024-25,805,402.5,2
CHITRAKOOT,RAM NAGAR,2025-26,782,391.0,2
DEORIA,BARAHAJ,2022-23,251,83.7,3
DEORIA,BARAHAJ,2023-24,266,88.7,3
DEORIA,BARAHAJ,2024-25,274,91.3,3
DEORIA,BARAHAJ,2025-26,255,85.0,3
DEORIA,BHATNI,2022-23,29,29.0,1
DEORIA,BHATNI,2023-24,31,31.0,1
DEORIA,BHATNI,2024-25,30,30.0,1
DEORIA,BHATNI,2025-26,22,22.0,1
DEORIA,BHATPAR RANI,2023-24,95,95.0,1
DEORIA,BHATPAR RANI,2024-25,144,144.0,1
DEORIA,BHATPAR RANI,2025-26,106,106.0,1
DEORIA,BHLUANI,2023-24,202,202.0,1
DEORIA,BHLUANI,2024-25,305,305.0,1
DEORIA,BHLUANI,2025-26,385,385.0,1
DEORIA,DEORIA NAGAR KSHETRA,2022-23,2819,1409.5,2
DEORIA,DEORIA NAGAR KSHETRA,2023-24,2507,1253.5,2
DEORIA,DEORIA NAGAR KSHETRA,2024-25,2762,1381.0,2
DEORIA,DEORIA NAGAR KSHETRA,2025-26,3124,1562.0,2
DEORIA,DESAHI DEORIA,2022-23,49,49.0,1
DEORIA,DESAHI DEORIA,2023-24,87,87.0,1
DEORIA,DESAHI DEORIA,2024-25,231,231.0,1
DEORIA,DESAHI DEORIA,2025-26,252,252.0,1
DEORIA,GAURI BAZAR,2022-23,369,123.0,3
DEORIA,GAURI BAZAR,2023-24,330,110.0,3
DEORIA,GAURI BAZAR,2024-25,300,100.0,3
DEORIA,GAURI BAZAR,2025-26,340,113.3,3
DEORIA,LAR,2022-23,24,24.0,1
DEORIA,LAR,2023-24,15,15.0,1
DEORIA,LAR,2024-25,7,7.0,1
DEORIA,LAR,2025-26,23,23.0,1
DEORIA,PATTHRDEVA,2022-23,151,75.5,2
DEORIA,PATTHRDEVA,2023-24,126,63.0,2
DEORIA,PATTHRDEVA,2024-25,86,43.0,2
DEORIA,PATTHRDEVA,2025-26,69,34.5,2
DEORIA,RUDRAPUR,2022-23,141,47.0,3
DEORIA,RUDRAPUR,2023-24,368,92.0,4
DEORIA,RUDRAPUR,2024-25,542,135.5,4
DEORIA,RUDRAPUR,2025-26,536,134.0,4
DEORIA,SALIMPUR,2022-23,14,14.0,1
DEORIA,SALIMPUR,2023-24,15,15.0,1
DEORIA,SALIMPUR,2024-25,10,10.0,1
DEORIA,SALIMPUR,2025-26,11,11.0,1
ETAH,ALIGANJ,2022-23,549,183.0,3
ETAH,ALIGANJ,2023-24,514,171.3,3
ETAH,ALIGANJ,2024-25,539,179.7,3
ETAH,ALIGANJ,2025-26,582,194.0,3
ETAH,AWAGARH,2022-23,283,94.3,3
ETAH,AWAGARH,2023-24,300,100.0,3
ETAH,AWAGARH,2024-25,299,99.7,3
ETAH,AWAGARH,2025-26,342,114.0,3
ETAH,ETAH (URBAN),2022-23,1335,667.5,2
ETAH,ETAH (URBAN),2023-24,1189,594.5,2
ETAH,ETAH (URBAN),2024-25,1070,535.0,2
ETAH,ETAH (URBAN),2025-26,964,482.0,2
ETAH,JAITHARA,2022-23,128,42.7,3
ETAH,JAITHARA,2023-24,157,52.3,3
ETAH,JAITHARA,2024-25,253,84.3,3
ETAH,JAITHARA,2025-26,293,97.7,3
ETAH,JALESAR,2022-23,106,106.0,1
ETAH,JALESAR,2023-24,99,99.0,1
ETAH,JALESAR,2024-25,81,81.0,1
ETAH,JALESAR,2025-26,81,81.0,1
ETAH,JALESAR (URBAN),2022-23,818,818.0,1
ETAH,JALESAR (URBAN),2023-24,690,690.0,1
ETAH,JALESAR (URBAN),2024-25,793,793.0,1
ETAH,JALESAR (URBAN),2025-26,690,690.0,1
ETAH,MARHARA,2022-23,114,57.0,2
ETAH,MARHARA,2023-24,92,46.0,2
ETAH,MARHARA,2024-25,89,44.5,2
ETAH,MARHARA,2025-26,113,56.5,2
ETAH,NIDHAULI KALAN,2022-23,476,95.2,5
ETAH,NIDHAULI KALAN,2023-24,516,103.2,5
ETAH,NIDHAULI KALAN,2024-25,576,115.2,5
ETAH,NIDHAULI KALAN,2025-26,628,125.6,5
ETAH,SAKEET,2022-23,159,79.5,2
ETAH,SAKEET,2023-24,150,75.0,2
ETAH,SAKEET,2024-25,201,100.5,2
ETAH,SAKEET,2025-26,223,111.5,2
ETAH,SHEETAL PUR,2022-23,461,153.7,3
ETAH,SHEETAL PUR,2023-24,553,184.3,3
ETAH,SHEETAL PUR,2024-25,581,193.7,3
ETAH,SHEETAL PUR,2025-26,609,203.0,3
ETAWAH,BARHPURA,2022-23,342,342.0,1
ETAWAH,BARHPURA,2023-24,335,335.0,1
ETAWAH,BARHPURA,2024-25,324,324.0,1
ETAWAH,BARHPURA,2025-26,287,287.0,1
ETAWAH,BHARTHANA,2022-23,95,95.0,1
ETAWAH,BHARTHANA,2023-24,82,82.0,1
ETAWAH,BHARTHANA,2024-25,105,105.0,1
ETAWAH,BHARTHANA,2025-26,101,101.0,1
ETAWAH,CHAKARNAGAR,2022-23,871,145.2,6
ETAWAH,CHAKARNAGAR,2023-24,771,128.5,6
ETAWAH,CHAKARNAGAR,2024-25,880,146.7,6
ETAWAH,CHAKARNAGAR,2025-26,927,154.5,6
ETAWAH,ETAWAH NAGAR CHETRA,2022-23,3123,1561.5,2
ETAWAH,ETAWAH NAGAR CHETRA,2023-24,2961,1480.5,2
ETAWAH,ETAWAH NAGAR CHETRA,2024-25,2730,1365.0,2
ETAWAH,ETAWAH NAGAR CHETRA,2025-26,2431,1215.5,2
ETAWAH,JASWANT NAGAR,2022-23,734,146.8,5
ETAWAH,JASWANT NAGAR,2023-24,635,127.0,5
ETAWAH,JASWANT NAGAR,2024-25,626,125.2,5
ETAWAH,JASWANT NAGAR,2025-26,795,159.0,5
ETAWAH,MAHEWA,2022-23,179,179.0,1
ETAWAH,MAHEWA,2023-24,171,171.0,1
ETAWAH,MAHEWA,2024-25,251,251.0,1
ETAWAH,MAHEWA,2025-26,167,167.0,1
ETAWAH,SAIFAI,2022-23,554,138.5,4
ETAWAH,SAIFAI,2023-24,560,140.0,4
ETAWAH,SAIFAI,2024-25,573,143.2,4
ETAWAH,SAIFAI,2025-26,580,145.0,4
ETAWAH,TAKHA,2022-23,99,99.0,1
ETAWAH,TAKHA,2023-24,73,73.0,1
ETAWAH,TAKHA,2024-25,84,84.0,1
ETAWAH,TAKHA,2025-26,99,99.0,1
FAIZABAD,AMANIGANJ,2022-23,199,66.3,3
FAIZABAD,AMANIGANJ,2023-24,160,53.3,3
FAIZABAD,AMANIGANJ,2024-25,173,57.7,3
FAIZABAD,AYODHYA TOWN AREA,2022-23,2322,774.0,3
FAIZABAD,AYODHYA TOWN AREA,2023-24,2272,757.3,3
FAIZABAD,AYODHYA TOWN AREA,2024-25,2035,678.3,3
FAIZABAD,BIKAPUR,2022-23,157,78.5,2
FAIZABAD,BIKAPUR,2023-24,163,81.5,2
FAIZABAD,BIKAPUR,2024-25,175,87.5,2
FAIZABAD,MASAUDHA,2022-23,413,413.0,1
FAIZABAD,MASAUDHA,2023-24,356,356.0,1
FAIZABAD,MASAUDHA,2024-25,323,323.0,1
FAIZABAD,MAWAI,2022-23,114,57.0,2
FAIZABAD,MAWAI,2023-24,116,58.0,2
FAIZABAD,MAWAI,2024-25,257,128.5,2
FAIZABAD,MAYA,2022-23,216,54.0,4
FAIZABAD,MAYA,2023-24,172,43.0,4
FAIZABAD,MAYA,2024-25,184,46.0,4
FAIZABAD,MILKIPUR,2022-23,324,108.0,3
FAIZABAD,MILKIPUR,2023-24,472,157.3,3
FAIZABAD,MILKIPUR,2024-25,697,174.2,4
FAIZABAD,PURA,2022-23,30,30.0,1
FAIZABAD,PURA,2023-24,232,116.0,2
FAIZABAD,PURA,2024-25,394,197.0,2
FAIZABAD,RUDAULI,2022-23,741,185.2,4
FAIZABAD,RUDAULI,2023-24,857,214.2,4
FAIZABAD,RUDAULI,2024-25,948,237.0,4
FAIZABAD,SOHAWAL,2022-23,282,141.0,2
FAIZABAD,SOHAWAL,2023-24,289,144.5,2
FAIZABAD,SOHAWAL,2024-25,302,151.0,2
FAIZABAD,TARUN,2022-23,62,62.0,1
FAIZABAD,TARUN,2023-24,38,38.0,1
FAIZABAD,TARUN,2024-25,37,37.0,1
FARRUKHABAD,KAMALGANJ,2022-23,70,70.0,1
FARRUKHABAD,KAMALGANJ,2023-24,65,65.0,1
FARRUKHABAD,KAMALGANJ,2024-25,71,71.0,1
FARRUKHABAD,KAMALGANJ,2025-26,80,80.0,1
FARRUKHABAD,MOHAMDABAD,2022-23,85,85.0,1
FARRUKHABAD,MOHAMDABAD,2023-24,81,81.0,1
FARRUKHABAD,MOHAMDABAD,2024-25,73,73.0,1
FARRUKHABAD,MOHAMDABAD,2025-26,99,99.0,1
FARRUKHABAD,NAG. KSH.FAR.BAD,2022-23,2866,955.3,3
FARRUKHABAD,NAG. KSH.FAR.BAD,2023-24,2560,853.3,3
FARRUKHABAD,NAG. KSH.FAR.BAD,2024-25,2299,766.3,3
FARRUKHABAD,NAG. KSH.FAR.BAD,2025-26,2155,718.3,3
FARRUKHABAD,NAWABGANJ,2022-23,572,572.0,1
FARRUKHABAD,NAWABGANJ,2023-24,577,577.0,1
FARRUKHABAD,NAWABGANJ,2024-25,589,589.0,1
FARRUKHABAD,NAWABGANJ,2025-26,522,522.0,1
FARRUKHABAD,RAJE PUR,2022-23,539,179.7,3
FARRUKHABAD,RAJE PUR,2023-24,647,215.7,3
FARRUKHABAD,RAJE PUR,2024-25,703,234.3,3
FARRUKHABAD,RAJE PUR,2025-26,784,261.3,3
FARRUKHABAD,SHAMSABAD,2022-23,603,603.0,1
FARRUKHABAD,SHAMSABAD,2023-24,511,511.0,1
FARRUKHABAD,SHAMSABAD,2024-25,552,552.0,1
FARRUKHABAD,SHAMSABAD,2025-26,491,491.0,1
FATEHPUR,AIRAYAN,2022-23,537,268.5,2
FATEHPUR,AIRAYAN,2023-24,547,273.5,2
FATEHPUR,AIRAYAN,2024-25,551,275.5,2
FATEHPUR,AIRAYAN,2025-26,530,265.0,2
FATEHPUR,AMAULI,2022-23,92,30.7,3
FATEHPUR,AMAULI,2023-24,58,19.3,3
FATEHPUR,AMAULI,2024-25,98,32.7,3
FATEHPUR,AMAULI,2025-26,137,45.7,3
FATEHPUR,ASHOTHAR,2022-23,218,54.5,4
FATEHPUR,ASHOTHAR,2023-24,183,45.8,4
FATEHPUR,ASHOTHAR,2024-25,196,49.0,4
FATEHPUR,ASHOTHAR,2025-26,239,59.8,4
FATEHPUR,BAHUA,2022-23,751,187.8,4
FATEHPUR,BAHUA,2023-24,675,168.8,4
FATEHPUR,BAHUA,2024-25,686,171.5,4
FATEHPUR,BAHUA,2025-26,744,186.0,4
FATEHPUR,BHITAURA,2022-23,596,198.7,3
FATEHPUR,BHITAURA,2023-24,659,219.7,3
FATEHPUR,BHITAURA,2024-25,747,249.0,3
FATEHPUR,BHITAURA,2025-26,776,258.7,3
FATEHPUR,DEOMAI,2022-23,135,67.5,2
FATEHPUR,DEOMAI,2023-24,111,55.5,2
FATEHPUR,DEOMAI,2024-25,107,53.5,2
FATEHPUR,DEOMAI,2025-26,143,71.5,2
FATEHPUR,DHATA,2022-23,145,48.3,3
FATEHPUR,DHATA,2023-24,155,51.7,3
FATEHPUR,DHATA,2024-25,194,64.7,3
FATEHPUR,DHATA,2025-26,232,77.3,3
FATEHPUR,HASAWA,2022-23,688,172.0,4
FATEHPUR,HASAWA,2023-24,649,162.2,4
FATEHPUR,HASAWA,2024-25,654,163.5,4
FATEHPUR,HASAWA,2025-26,781,195.2,4
FATEHPUR,HATHGAOM,2022-23,604,201.3,3
FATEHPUR,HATHGAOM,2023-24,595,198.3,3
FATEHPUR,HATHGAOM,2024-25,658,219.3,3
FATEHPUR,HATHGAOM,2025-26,812,270.7,3
FATEHPUR,KHAJUHA,2022-23,245,81.7,3
FATEHPUR,KHAJUHA,2023-24,185,61.7,3
FATEHPUR,KHAJUHA,2024-25,178,59.3,3
FATEHPUR,KHAJUHA,2025-26,194,64.7,3
FATEHPUR,MALAWAN,2022-23,611,122.2,5
FATEHPUR,MALAWAN,2023-24,526,105.2,5
FATEHPUR,MALAWAN,2024-25,571,114.2,5
FATEHPUR,MALAWAN,2025-26,653,130.6,5
FATEHPUR,NAGAR BINDKI,2022-23,950,950.0,1
FATEHPUR,NAGAR BINDKI,2023-24,846,846.0,1
FATEHPUR,NAGAR BINDKI,2024-25,941,941.0,1
FATEHPUR,NAGAR BINDKI,2025-26,1002,1002.0,1
FATEHPUR,NAGAR FATEHPUR,2022-23,1817,605.7,3
FATEHPUR,NAGAR FATEHPUR,2023-24,1893,631.0,3
FATEHPUR,NAGAR FATEHPUR,2024-25,1921,640.3,3
FATEHPUR,NAGAR FATEHPUR,2025-26,1796,598.7,3
FATEHPUR,TELIYANI,2022-23,536,134.0,4
FATEHPUR,TELIYANI,2023-24,575,143.8,4
FATEHPUR,TELIYANI,2024-25,691,172.8,4
FATEHPUR,TELIYANI,2025-26,824,206.0,4
FATEHPUR,VIJAIPUR,2022-23,655,218.3,3
FATEHPUR,VIJAIPUR,2023-24,764,254.7,3
FATEHPUR,VIJAIPUR,2024-25,885,295.0,3
FATEHPUR,VIJAIPUR,2025-26,1036,345.3,3
FIROZABAD,ARAWN,2022-23,304,76.0,4
FIROZABAD,ARAWN,2023-24,250,62.5,4
FIROZABAD,ARAWN,2024-25,257,64.2,4
FIROZABAD,ARAWN,2025-26,281,70.2,4
FIROZABAD,EKA,2022-23,115,38.3,3
FIROZABAD,EKA,2023-24,86,28.7,3
FIROZABAD,EKA,2024-25,100,33.3,3
FIROZABAD,EKA,2025-26,149,49.7,3
FIROZABAD,FIROZABAD,2022-23,278,139.0,2
FIROZABAD,FIROZABAD,2023-24,340,113.3,3
FIROZABAD,FIROZABAD,2024-25,369,123.0,3
FIROZABAD,FIROZABAD,2025-26,406,135.3,3
FIROZABAD,JASRANA,2022-23,634,317.0,2
FIROZABAD,JASRANA,2023-24,649,324.5,2
FIROZABAD,JASRANA,2024-25,705,352.5,2
FIROZABAD,JASRANA,2025-26,620,310.0,2
FIROZABAD,KHAIRGARH,2022-23,37,37.0,1
FIROZABAD,KHAIRGARH,2023-24,55,55.0,1
FIROZABAD,KHAIRGARH,2024-25,53,53.0,1
FIROZABAD,KHAIRGARH,2025-26,47,47.0,1
FIROZABAD,MADANPUR,2022-23,202,101.0,2
FIROZABAD,MADANPUR,2023-24,151,75.5,2
FIROZABAD,MADANPUR,2024-25,161,80.5,2
FIROZABAD,MADANPUR,2025-26,196,98.0,2
FIROZABAD,NARKHI,2022-23,87,87.0,1
FIROZABAD,NARKHI,2023-24,65,65.0,1
FIROZABAD,NARKHI,2024-25,77,77.0,1
FIROZABAD,NARKHI,2025-26,110,110.0,1
FIROZABAD,SHIKOHABAD,2022-23,491,491.0,1
FIROZABAD,SHIKOHABAD,2023-24,419,419.0,1
FIROZABAD,SHIKOHABAD,2024-25,345,345.0,1
FIROZABAD,SHIKOHABAD,2025-26,337,337.0,1
FIROZABAD,TUNDLA,2022-23,1365,273.0,5
FIROZABAD,TUNDLA,2023-24,1257,251.4,5
FIROZABAD,TUNDLA,2024-25,1280,256.0,5
FIROZABAD,TUNDLA,2025-26,1304,260.8,5
GAUTAM BUDDHA NAGAR,DADRI,2022-23,86,86.0,1
GAUTAM BUDDHA NAGAR,DADRI,2023-24,103,103.0,1
GAUTAM BUDDHA NAGAR,DADRI,2024-25,109,109.0,1
GAUTAM BUDDHA NAGAR,DADRI,2025-26,111,111.0,1
GAUTAM BUDDHA NAGAR,DANKAUR,2022-23,484,242.0,2
GAUTAM BUDDHA NAGAR,DANKAUR,2023-24,435,217.5,2
GAUTAM BUDDHA NAGAR,DANKAUR,2024-25,430,215.0,2
GAUTAM BUDDHA NAGAR,DANKAUR,2025-26,492,246.0,2
GAUTAM BUDDHA NAGAR,VISRAKH,2022-23,4646,1161.5,4
GAUTAM BUDDHA NAGAR,VISRAKH,2023-24,4090,1022.5,4
GAUTAM BUDDHA NAGAR,VISRAKH,2024-25,4813,1203.2,4
GAUTAM BUDDHA NAGAR,VISRAKH,2025-26,5255,1313.8,4
GHAZIABAD,BHOJPUR,2022-23,930,186.0,5
GHAZIABAD,BHOJPUR,2023-24,938,187.6,5
GHAZIABAD,BHOJPUR,2024-25,1077,179.5,6
GHAZIABAD,BHOJPUR,2025-26,1079,179.8,6
GHAZIABAD,GHAZIABAD (MUN.AREA),2022-23,4452,2226.0,2
GHAZIABAD,GHAZIABAD (MUN.AREA),2023-24,3978,1989.0,2
GHAZIABAD,GHAZIABAD (MUN.AREA),2024-25,4655,2327.5,2
GHAZIABAD,GHAZIABAD (MUN.AREA),2025-26,4490,2245.0,2
GHAZIABAD,LONI,2023-24,233,116.5,2
GHAZIABAD,LONI,2024-25,242,121.0,2
GHAZIABAD,LONI,2025-26,301,150.5,2
GHAZIABAD,MURAD NAGAR,2022-23,85,85.0,1
GHAZIABAD,MURAD NAGAR,2023-24,98,98.0,1
GHAZIABAD,MURAD NAGAR,2024-25,89,89.0,1
GHAZIABAD,MURAD NAGAR,2025-26,79,79.0,1
GHAZIABAD,RAZAPUR,2022-23,330,165.0,2
GHAZIABAD,RAZAPUR,2023-24,318,159.0,2
GHAZIABAD,RAZAPUR,2024-25,369,184.5,2
GHAZIABAD,RAZAPUR,2025-26,357,178.5,2
GHAZIPUR,BHADAURA,2022-23,66,33.0,2
GHAZIPUR,BHADAURA,2023-24,105,52.5,2
GHAZIPUR,BHADAURA,2024-25,148,74.0,2
GHAZIPUR,BHADAURA,2025-26,300,150.0,2
GHAZIPUR,BHAWARCOL,2022-23,83,41.5,2
GHAZIPUR,BHAWARCOL,2023-24,89,44.5,2
GHAZIPUR,BHAWARCOL,2024-25,123,61.5,2
GHAZIPUR,BHAWARCOL,2025-26,144,72.0,2
GHAZIPUR,BIRNO,2022-23,292,146.0,2
GHAZIPUR,BIRNO,2023-24,211,105.5,2
GHAZIPUR,BIRNO,2024-25,164,82.0,2
GHAZIPUR,BIRNO,2025-26,183,91.5,2
GHAZIPUR,DEOKALI,2022-23,246,82.0,3
GHAZIPUR,DEOKALI,2023-24,291,97.0,3
GHAZIPUR,DEOKALI,2024-25,248,82.7,3
GHAZIPUR,DEOKALI,2025-26,297,99.0,3
GHAZIPUR,GHAZIPUR SADAR,2022-23,57,57.0,1
GHAZIPUR,GHAZIPUR SADAR,2023-24,60,60.0,1
GHAZIPUR,GHAZIPUR SADAR,2024-25,75,75.0,1
GHAZIPUR,GHAZIPUR SADAR,2025-26,77,77.0,1
GHAZIPUR,KARANDA,2022-23,232,116.0,2
GHAZIPUR,KARANDA,2023-24,219,109.5,2
GHAZIPUR,KARANDA,2024-25,242,121.0,2
GHAZIPUR,KARANDA,2025-26,249,124.5,2
GHAZIPUR,KASIMABAD,2022-23,21,21.0,1
GHAZIPUR,KASIMABAD,2023-24,10,10.0,1
GHAZIPUR,KASIMABAD,2024-25,46,46.0,1
GHAZIPUR,KASIMABAD,2025-26,61,61.0,1
GHAZIPUR,MANIHARI,2022-23,272,90.7,3
GHAZIPUR,MANIHARI,2023-24,270,90.0,3
GHAZIPUR,MANIHARI,2024-25,245,81.7,3
GHAZIPUR,MANIHARI,2025-26,223,74.3,3
GHAZIPUR,MOHAMMADABAD,2022-23,173,173.0,1
GHAZIPUR,MOHAMMADABAD,2023-24,172,172.0,1
GHAZIPUR,MOHAMMADABAD,2024-25,207,207.0,1
GHAZIPUR,MOHAMMADABAD,2025-26,208,208.0,1
GHAZIPUR,NAGAR CHHETRA,2022-23,4152,2076.0,2
GHAZIPUR,NAGAR CHHETRA,2023-24,4304,2152.0,2
GHAZIPUR,NAGAR CHHETRA,2024-25,3812,1906.0,2
GHAZIPUR,NAGAR CHHETRA,2025-26,3581,1790.5,2
GHAZIPUR,REOTIPUR,2022-23,43,43.0,1
GHAZIPUR,REOTIPUR,2023-24,49,49.0,1
GHAZIPUR,REOTIPUR,2024-25,90,90.0,1
GHAZIPUR,REOTIPUR,2025-26,114,114.0,1
GHAZIPUR,SADAT,2022-23,316,158.0,2
GHAZIPUR,SADAT,2023-24,280,140.0,2
GHAZIPUR,SADAT,2024-25,252,126.0,2
GHAZIPUR,SADAT,2025-26,321,160.5,2
GHAZIPUR,SAIDPUR,2022-23,513,128.2,4
GHAZIPUR,SAIDPUR,2023-24,467,116.8,4
GHAZIPUR,SAIDPUR,2024-25,511,127.8,4
GHAZIPUR,SAIDPUR,2025-26,681,170.2,4
GHAZIPUR,ZAKHANIA,2022-23,74,37.0,2
GHAZIPUR,ZAKHANIA,2023-24,82,41.0,2
GHAZIPUR,ZAKHANIA,2024-25,123,61.5,2
GHAZIPUR,ZAKHANIA,2025-26,135,67.5,2
GHAZIPUR,ZAMANIA,2022-23,695,695.0,1
GHAZIPUR,ZAMANIA,2023-24,706,706.0,1
GHAZIPUR,ZAMANIA,2024-25,848,848.0,1
GHAZIPUR,ZAMANIA,2025-26,939,939.0,1
GONDA,BELSAR,2022-23,287,95.7,3
GONDA,BELSAR,2023-24,312,104.0,3
GONDA,BELSAR,2024-25,385,128.3,3
GONDA,BELSAR,2025-26,379,126.3,3
GONDA,CHHAPIA,2022-23,151,151.0,1
GONDA,CHHAPIA,2023-24,162,81.0,2
GONDA,CHHAPIA,2024-25,210,105.0,2
GONDA,CHHAPIA,2025-26,268,134.0,2
GONDA,COLONELGANJ,2022-23,55,55.0,1
GONDA,COLONELGANJ,2023-24,63,63.0,1
GONDA,COLONELGANJ,2024-25,73,73.0,1
GONDA,COLONELGANJ,2025-26,54,54.0,1
GONDA,GONDA(MUN. CORP.),2022-23,2284,1142.0,2
GONDA,GONDA(MUN. CORP.),2023-24,2439,1219.5,2
GONDA,GONDA(MUN. CORP.),2024-25,2266,1133.0,2
GONDA,GONDA(MUN. CORP.),2025-26,2022,1011.0,2
GONDA,HALDHARMAU,2022-23,197,197.0,1
GONDA,HALDHARMAU,2023-24,174,174.0,1
GONDA,HALDHARMAU,2024-25,195,195.0,1
GONDA,HALDHARMAU,2025-26,165,165.0,1
GONDA,ITIYATHOK,2022-23,74,74.0,1
GONDA,ITIYATHOK,2023-24,64,64.0,1
GONDA,ITIYATHOK,2024-25,125,125.0,1
GONDA,ITIYATHOK,2025-26,134,134.0,1
GONDA,JHANJHRI,2022-23,163,54.3,3
GONDA,JHANJHRI,2023-24,143,47.7,3
GONDA,JHANJHRI,2024-25,129,43.0,3
GONDA,JHANJHRI,2025-26,131,43.7,3
GONDA,KATRA BAZAR,2022-23,83,83.0,1
GONDA,KATRA BAZAR,2023-24,63,63.0,1
GONDA,KATRA BAZAR,2024-25,66,66.0,1
GONDA,KATRA BAZAR,2025-26,98,98.0,1
GONDA,MANKAPUR,2022-23,206,103.0,2
GONDA,MANKAPUR,2023-24,204,102.0,2
GONDA,MANKAPUR,2024-25,185,92.5,2
GONDA,MANKAPUR,2025-26,215,107.5,2
GONDA,MUJEHNA,2022-23,115,57.5,2
GONDA,MUJEHNA,2023-24,96,48.0,2
GONDA,MUJEHNA,2024-25,106,53.0,2
GONDA,MUJEHNA,2025-26,127,63.5,2
GONDA,NAWAB GANJ,2022-23,69,69.0,1
GONDA,NAWAB GANJ,2023-24,62,62.0,1
GONDA,NAWAB GANJ,2024-25,58,58.0,1
GONDA,NAWAB GANJ,2025-26,85,85.0,1
GONDA,PANDRI KRIPAL,2022-23,527,175.7,3
GONDA,PANDRI KRIPAL,2023-24,511,170.3,3
GONDA,PANDRI KRIPAL,2024-25,561,187.0,3
GONDA,PANDRI KRIPAL,2025-26,602,200.7,3
GONDA,PARASPUR,2022-23,126,126.0,1
GONDA,PARASPUR,2023-24,137,137.0,1
GONDA,PARASPUR,2024-25,157,157.0,1
GONDA,PARASPUR,2025-26,158,158.0,1
GONDA,RUPAIDEEH,2022-23,46,46.0,1
GONDA,RUPAIDEEH,2023-24,42,42.0,1
GONDA,RUPAIDEEH,2024-25,46,46.0,1
GONDA,RUPAIDEEH,2025-26,46,46.0,1
GONDA,TARABGANJ,2022-23,54,54.0,1
GONDA,TARABGANJ,2023-24,132,66.0,2
GONDA,TARABGANJ,2024-25,156,78.0,2
GONDA,TARABGANJ,2025-26,221,110.5,2
GORAKHPUR,BAANSGAON,2022-23,298,298.0,1
GORAKHPUR,BAANSGAON,2023-24,271,271.0,1
GORAKHPUR,BAANSGAON,2024-25,272,272.0,1
GORAKHPUR,BAANSGAON,2025-26,238,238.0,1
GORAKHPUR,BADHALGANJ,2022-23,101,101.0,1
GORAKHPUR,BADHALGANJ,2023-24,84,84.0,1
GORAKHPUR,BADHALGANJ,2024-25,88,88.0,1
GORAKHPUR,BADHALGANJ,2025-26,104,104.0,1
GORAKHPUR,BELGHAT,2022-23,176,88.0,2
GORAKHPUR,BELGHAT,2023-24,167,83.5,2
GORAKHPUR,BELGHAT,2024-25,178,89.0,2
GORAKHPUR,BELGHAT,2025-26,223,111.5,2
GORAKHPUR,BHATHAT,2022-23,215,215.0,1
GORAKHPUR,BHATHAT,2023-24,211,211.0,1
GORAKHPUR,BHATHAT,2024-25,177,177.0,1
GORAKHPUR,BHATHAT,2025-26,207,207.0,1
GORAKHPUR,CAMPIARGANJ,2022-23,524,131.0,4
GORAKHPUR,CAMPIARGANJ,2023-24,625,156.2,4
GORAKHPUR,CAMPIARGANJ,2024-25,1233,308.2,4
GORAKHPUR,CAMPIARGANJ,2025-26,1536,384.0,4
GORAKHPUR,CHARGANWA,2022-23,271,135.5,2
GORAKHPUR,CHARGANWA,2023-24,216,108.0,2
GORAKHPUR,CHARGANWA,2024-25,177,88.5,2
GORAKHPUR,CHARGANWA,2025-26,225,112.5,2
GORAKHPUR,GOLA,2022-23,105,105.0,1
GORAKHPUR,GOLA,2023-24,96,96.0,1
GORAKHPUR,GOLA,2024-25,121,121.0,1
GORAKHPUR,GOLA,2025-26,142,142.0,1
