District,Block,Year,Total_Enrollment,Avg_Enrollment,School_Count
AGRA,ACCHNERA,2022-23,666,133.2,5
AGRA,ACCHNERA,2023-24,717,143.4,5
AGRA,ACCHNERA,2024-25,735,147.0,5
AGRA,ACCHNERA,2025-26,777,155.4,5
AGRA,AKOLA,2022-23,233,116.5,2
AGRA,AKOLA,2023-24,211,105.5,2
AGRA,AKOLA,2024-25,253,126.5,2
AGRA,AKOLA,2025-26,264,132.0,2
AGRA,BAH,2022-23,289,144.5,2
AGRA,BAH,2023-24,252,126.0,2
AGRA,BAH,2024-25,240,120.0,2
AGRA,BAH,2025-26,246,123.0,2
AGRA,BAROLI AHEER,2022-23,1526,305.2,5
AGRA,BAROLI AHEER,2023-24,1551,310.2,5
AGRA,BAROLI AHEER,2024-25,1517,303.4,5
AGRA,BAROLI AHEER,2025-26,1461,292.2,5
AGRA,BICHPURI,2022-23,511,255.5,2
AGRA,BICHPURI,2023-24,491,245.5,2
AGRA,BICHPURI,2024-25,504,252.0,2
AGRA,BICHPURI,2025-26,513,256.5,2
AGRA,ETMADPUR,2022-23,308,102.7,3
AGRA,ETMADPUR,2023-24,306,102.0,3
AGRA,ETMADPUR,2024-25,322,107.3,3
AGRA,ETMADPUR,2025-26,320,106.7,3
AGRA,FATEHABAD,2022-23,101,50.5,2
AGRA,FATEHABAD,2023-24,148,49.3,3
AGRA,FATEHABAD,2024-25,182,60.7,3
AGRA,FATEHABAD,2025-26,167,55.7,3
AGRA,FATEHPUR  SIKRI,2022-23,99,49.5,2
AGRA,FATEHPUR  SIKRI,2023-24,115,57.5,2
AGRA,FATEHPUR  SIKRI,2024-25,116,58.0,2
AGRA,FATEHPUR  SIKRI,2025-26,102,51.0,2
AGRA,JAGNER,2022-23,113,56.5,2
AGRA,JAGNER,2023-24,102,51.0,2
AGRA,JAGNER,2024-25,134,67.0,2
AGRA,JAGNER,2025-26,140,70.0,2
AGRA,JAITPUR  KALAN,2022-23,159,79.5,2
AGRA,JAITPUR  KALAN,2023-24,140,70.0,2
AGRA,JAITPUR  KALAN,2024-25,136,68.0,2
AGRA,JAITPUR  KALAN,2025-26,143,71.5,2
AGRA,KHANDOLI,2022-23,966,193.2,5
AGRA,KHANDOLI,2023-24,1039,207.8,5
AGRA,KHANDOLI,2024-25,1095,219.0,5
AGRA,KHANDOLI,2025-26,1050,210.0,5
AGRA,KHERAGARH,2022-23,173,173.0,1
AGRA,KHERAGARH,2023-24,155,155.0,1
AGRA,KHERAGARH,2024-25,167,167.0,1
AGRA,KHERAGARH,2025-26,161,161.0,1
AGRA,M.C.AGRA CITY,2022-23,1830,915.0,2
AGRA,M.C.AGRA CITY,2023-24,1875,937.5,2
AGRA,M.C.AGRA CITY,2024-25,2072,1036.0,2
AGRA,M.C.AGRA CITY,2025-26,1860,930.0,2
AGRA,PINAHAT,2022-23,55,55.0,1
AGRA,PINAHAT,2023-24,65,65.0,1
AGRA,PINAHAT,2024-25,65,65.0,1
AGRA,PINAHAT,2025-26,55,55.0,1
AGRA,SAIYAN,2022-23,56,56.0,1
AGRA,SAIYAN,2023-24,39,39.0,1
AGRA,SAIYAN,2024-25,53,53.0,1
AGRA,SAIYAN,2025-26,58,58.0,1
AGRA,SHAMSHABAD,2022-23,191,95.5,2
AGRA,SHAMSHABAD,2023-24,173,86.5,2
AGRA,SHAMSHABAD,2024-25,194,97.0,2
AGRA,SHAMSHABAD,2025-26,208,104.0,2
ALIGARH,AKRABAD,2022-23,191,191.0,1
ALIGARH,AKRABAD,2023-24,165,165.0,1
ALIGARH,AKRABAD,2024-25,134,134.0,1
ALIGARH,AKRABAD,2025-26,140,140.0,1
ALIGARH,ATRAULI,2022-23,1224,408.0,3
ALIGARH,ATRAULI,2023-24,1124,374.7,3
ALIGARH,ATRAULI,2024-25,1038,346.0,3
ALIGARH,ATRAULI,2025-26,880,293.3,3
ALIGARH,BIJAULI,2022-23,236,118.0,2
ALIGARH,BIJAULI,2023-24,209,104.5,2
ALIGARH,BIJAULI,2024-25,221,110.5,2
ALIGARH,BIJAULI,2025-26,197,98.5,2
ALIGARH,CHANDAUS,2022-23,682,170.5,4
ALIGARH,CHANDAUS,2023-24,662,165.5,4
ALIGARH,CHANDAUS,2024-25,680,170.0,4
ALIGARH,CHANDAUS,2025-26,713,178.2,4
ALIGARH,DHANIPUR,2022-23,293,146.5,2
ALIGARH,DHANIPUR,2023-24,264,132.0,2
ALIGARH,DHANIPUR,2024-25,278,139.0,2
ALIGARH,DHANIPUR,2025-26,278,139.0,2
ALIGARH,GANGIRI,2022-23,114,38.0,3
ALIGARH,GANGIRI,2023-24,114,38.0,3
ALIGARH,GANGIRI,2024-25,150,50.0,3
ALIGARH,GANGIRI,2025-26,168,56.0,3
ALIGARH,GONDA,2022-23,1173,391.0,3
ALIGARH,GONDA,2023-24,1241,413.7,3
ALIGARH,GONDA,2024-25,928,309.3,3
ALIGARH,GONDA,2025-26,878,292.7,3
ALIGARH,IGLAS,2022-23,373,124.3,3
ALIGARH,IGLAS,2023-24,347,115.7,3
ALIGARH,IGLAS,2024-25,375,125.0,3
ALIGARH,IGLAS,2025-26,441,147.0,3
ALIGARH,JAWAN,2022-23,589,117.8,5
ALIGARH,JAWAN,2023-24,553,110.6,5
ALIGARH,JAWAN,2024-25,525,105.0,5
ALIGARH,JAWAN,2025-26,513,102.6,5
ALIGARH,KHAIR,2022-23,657,219.0,3
ALIGARH,KHAIR,2023-24,660,220.0,3
ALIGARH,KHAIR,2024-25,637,212.3,3
ALIGARH,KHAIR,2025-26,617,205.7,3
ALIGARH,LODHA,2022-23,250,250.0,1
ALIGARH,LODHA,2023-24,298,149.0,2
ALIGARH,LODHA,2024-25,306,153.0,2
ALIGARH,LODHA,2025-26,325,162.5,2
ALIGARH,NAGAR ALIGARH,2022-23,2353,1176.5,2
ALIGARH,NAGAR ALIGARH,2023-24,2428,809.3,3
ALIGARH,NAGAR ALIGARH,2024-25,2461,820.3,3
ALIGARH,NAGAR ALIGARH,2025-26,2311,770.3,3
ALIGARH,NAGAR ATRAULI,2022-23,918,918.0,1
ALIGARH,NAGAR ATRAULI,2023-24,848,848.0,1
ALIGARH,NAGAR ATRAULI,2024-25,715,715.0,1
ALIGARH,NAGAR ATRAULI,2025-26,678,678.0,1
ALIGARH,TAPPAL,2022-23,175,87.5,2
ALIGARH,TAPPAL,2023-24,159,79.5,2
ALIGARH,TAPPAL,2024-25,153,76.5,2
ALIGARH,TAPPAL,2025-26,208,104.0,2
AMBEDKAR NAGAR,AKBARPUR,2022-23,1441,205.9,7
AMBEDKAR NAGAR,AKBARPUR,2023-24,1375,196.4,7
AMBEDKAR NAGAR,AKBARPUR,2024-25,1536,219.4,7
AMBEDKAR NAGAR,AKBARPUR,2025-26,1552,221.7,7
AMBEDKAR NAGAR,BASKHARI,2022-23,139,69.5,2
AMBEDKAR NAGAR,BASKHARI,2023-24,101,50.5,2
AMBEDKAR NAGAR,BASKHARI,2024-25,75,37.5,2
AMBEDKAR NAGAR,BASKHARI,2025-26,114,57.0,2
AMBEDKAR NAGAR,BHEETI,2022-23,83,83.0,1
AMBEDKAR NAGAR,BHEETI,2023-24,100,100.0,1
AMBEDKAR NAGAR,BHEETI,2024-25,148,148.0,1
AMBEDKAR NAGAR,BHEETI,2025-26,162,162.0,1
AMBEDKAR NAGAR,BHIYAON,2022-23,338,112.7,3
AMBEDKAR NAGAR,BHIYAON,2023-24,521,173.7,3
AMBEDKAR NAGAR,BHIYAON,2024-25,601,200.3,3
AMBEDKAR NAGAR,BHIYAON,2025-26,736,245.3,3
AMBEDKAR NAGAR,JAHANGIRGANJ,2022-23,519,129.8,4
AMBEDKAR NAGAR,JAHANGIRGANJ,2023-24,478,119.5,4
AMBEDKAR NAGAR,JAHANGIRGANJ,2024-25,588,147.0,4
AMBEDKAR NAGAR,JAHANGIRGANJ,2025-26,687,171.8,4
AMBEDKAR NAGAR,JALALPUR,2022-23,401,133.7,3
AMBEDKAR NAGAR,JALALPUR,2023-24,426,142.0,3
AMBEDKAR NAGAR,JALALPUR,2024-25,511,170.3,3
AMBEDKAR NAGAR,JALALPUR,2025-26,545,181.7,3
AMBEDKAR NAGAR,KATEHARI,2022-23,517,172.3,3
AMBEDKAR NAGAR,KATEHARI,2023-24,472,157.3,3
AMBEDKAR NAGAR,KATEHARI,2024-25,507,169.0,3
AMBEDKAR NAGAR,KATEHARI,2025-26,620,206.7,3
AMBEDKAR NAGAR,RAMNAGAR,2022-23,412,103.0,4
AMBEDKAR NAGAR,RAMNAGAR,2023-24,514,128.5,4
AMBEDKAR NAGAR,RAMNAGAR,2024-25,666,166.5,4
AMBEDKAR NAGAR,RAMNAGAR,2025-26,916,229.0,4
AMBEDKAR NAGAR,TANDA,2022-23,946,236.5,4
AMBEDKAR NAGAR,TANDA,2023-24,861,215.2,4
AMBEDKAR NAGAR,TANDA,2024-25,852,213.0,4
AMBEDKAR NAGAR,TANDA,2025-26,894,223.5,4
AMBEDKAR NAGAR,TANDA TOWN AREA,2022-23,37,37.0,1
AMBEDKAR NAGAR,TANDA TOWN AREA,2023-24,81,81.0,1
AMBEDKAR NAGAR,TANDA TOWN AREA,2024-25,132,132.0,1
AMBEDKAR NAGAR,TANDA TOWN AREA,2025-26,160,160.0,1
AMETHI,AMETHI,2025-26,459,229.5,2
AMETHI,BAHADURPUR,2025-26,2504,417.3,6
AMETHI,BHADAR,2025-26,1238,309.5,4
AMETHI,BHETUA,2025-26,224,224.0,1
AMETHI,GAURIGANJ,2025-26,415,207.5,2
AMETHI,JAGDISHPUR,2025-26,546,136.5,4
AMETHI,JAMO,2025-26,808,269.3,3
AMETHI,MUSAFIRKHANA,2025-26,1181,393.7,3
AMETHI,SANGRAMPUR,2025-26,34,34.0,1
AMETHI,SHAHGARH,2025-26,612,204.0,3
AMETHI,SHUKULBAZAR,2025-26,111,111.0,1
AMETHI,SINGHPUR,2025-26,951,237.8,4
AMETHI,TILOI,2025-26,233,77.7,3
AMETHI - CSM NAGAR,AMETHI,2022-23,763,381.5,2
AMETHI - CSM NAGAR,AMETHI,2023-24,595,297.5,2
AMETHI - CSM NAGAR,AMETHI,2024-25,542,271.0,2
AMETHI - CSM NAGAR,BAHADURPUR,2022-23,2621,436.8,6
AMETHI - CSM NAGAR,BAHADURPUR,2023-24,2490,415.0,6
AMETHI - CSM NAGAR,BAHADURPUR,2024-25,2697,449.5,6
AMETHI - CSM NAGAR,BHADAR,2022-23,1321,330.2,4
AMETHI - CSM NAGAR,BHADAR,2023-24,1302,325.5,4
AMETHI - CSM NAGAR,BHADAR,2024-25,1286,321.5,4
AMETHI - CSM NAGAR,BHETUA,2022-23,57,57.0,1
AMETHI - CSM NAGAR,BHETUA,2023-24,99,99.0,1
AMETHI - CSM NAGAR,BHETUA,2024-25,200,200.0,1
AMETHI - CSM NAGAR,GAURIGANJ,2022-23,495,247.5,2
AMETHI - CSM NAGAR,GAURIGANJ,2023-24,441,220.5,2
AMETHI - CSM NAGAR,GAURIGANJ,2024-25,461,230.5,2
AMETHI - CSM NAGAR,JAGDISHPUR,2022-23,355,118.3,3
AMETHI - CSM NAGAR,JAGDISHPUR,2023-24,434,108.5,4
AMETHI - CSM NAGAR,JAGDISHPUR,2024-25,520,130.0,4
AMETHI - CSM NAGAR,JAMO,2022-23,621,207.0,3
AMETHI - CSM NAGAR,JAMO,2023-24,725,241.7,3
AMETHI - CSM NAGAR,JAMO,2024-25,789,263.0,3
AMETHI - CSM NAGAR,MUSAFIRKHANA,2022-23,1220,406.7,3
AMETHI - CSM NAGAR,MUSAFIRKHANA,2023-24,1180,393.3,3
AMETHI - CSM NAGAR,MUSAFIRKHANA,2024-25,1094,364.7,3
AMETHI - CSM NAGAR,SANGRAMPUR,2022-23,28,28.0,1
AMETHI - CSM NAGAR,SANGRAMPUR,2023-24,20,20.0,1
AMETHI - CSM NAGAR,SANGRAMPUR,2024-25,29,29.0,1
AMETHI - CSM NAGAR,SHAHGARH,2022-23,657,219.0,3
AMETHI - CSM NAGAR,SHAHGARH,2023-24,627,209.0,3
AMETHI - CSM NAGAR,SHAHGARH,2024-25,629,209.7,3
AMETHI - CSM NAGAR,SHUKULBAZAR,2022-23,135,135.0,1
AMETHI - CSM NAGAR,SHUKULBAZAR,2023-24,126,126.0,1
AMETHI - CSM NAGAR,SHUKULBAZAR,2024-25,102,102.0,1
AMETHI - CSM NAGAR,SINGHPUR,2022-23,859,214.8,4
AMETHI - CSM NAGAR,SINGHPUR,2023-24,982,245.5,4
AMETHI - CSM NAGAR,SINGHPUR,2024-25,1042,260.5,4
AMETHI - CSM NAGAR,TILOI,2022-23,241,80.3,3
AMETHI - CSM NAGAR,TILOI,2023-24,195,65.0,3
AMETHI - CSM NAGAR,TILOI,2024-25,237,79.0,3
AMROHA,AMROHA,2025-26,459,153.0,3
AMROHA,AMROHA CITY,2025-26,1461,730.5,2
AMROHA,DHANORA,2025-26,625,125.0,5
AMROHA,GAJRAULA,2025-26,592,148.0,4
AMROHA,GANGESHWARI,2025-26,571,190.3,3
AMROHA,HASANPUR,2025-26,541,108.2,5
AMROHA,HASANPUR CITY,2025-26,794,794.0,1
AMROHA,JOYA,2025-26,546,273.0,2
AURAIYA,ACHHALDA,2022-23,141,70.5,2
AURAIYA,ACHHALDA,2023-24,130,65.0,2
AURAIYA,ACHHALDA,2024-25,121,60.5,2
AURAIYA,ACHHALDA,2025-26,119,59.5,2
AURAIYA,AIRWAKATRA,2022-23,35,17.5,2
AURAIYA,AIRWAKATRA,2023-24,38,19.0,2
AURAIYA,AIRWAKATRA,2024-25,58,29.0,2
AURAIYA,AIRWAKATRA,2025-26,61,30.5,2
AURAIYA,AURAIYA,2022-23,264,88.0,3
AURAIYA,AURAIYA,2023-24,317,105.7,3
AURAIYA,AURAIYA,2024-25,294,98.0,3
AURAIYA,AURAIYA,2025-26,337,112.3,3
AURAIYA,BHAGYANAGAR,2022-23,211,70.3,3
AURAIYA,BHAGYANAGAR,2023-24,173,57.7,3
AURAIYA,BHAGYANAGAR,2024-25,165,55.0,3
AURAIYA,BHAGYANAGAR,2025-26,168,56.0,3
AURAIYA,BIDHUNA,2022-23,203,101.5,2
AURAIYA,BIDHUNA,2023-24,237,118.5,2
AURAIYA,BIDHUNA,2024-25,300,150.0,2
AURAIYA,BIDHUNA,2025-26,364,182.0,2
AURAIYA,SAHAR,2022-23,138,46.0,3
AURAIYA,SAHAR,2023-24,149,49.7,3
AURAIYA,SAHAR,2024-25,197,65.7,3
AURAIYA,SAHAR,2025-26,212,70.7,3
AYODHYA,AMANIGANJ,2025-26,233,77.7,3
AYODHYA,AYODHYA TOWN AREA,2025-26,1822,607.3,3
AYODHYA,BIKAPUR,2025-26,189,94.5,2
AYODHYA,MASAUDHA,2025-26,305,305.0,1
AYODHYA,MAWAI,2025-26,354,177.0,2
AYODHYA,MAYA,2025-26,250,62.5,4
AYODHYA,MILKIPUR,2025-26,954,238.5,4
AYODHYA,PURA,2025-26,389,194.5,2
AYODHYA,RUDAULI,2025-26,1106,276.5,4
AYODHYA,SOHAWAL,2025-26,305,152.5,2
AYODHYA,TARUN,2025-26,23,23.0,1
AZAMGARH,ATRAULIYA,2022-23,411,411.0,1
AZAMGARH,ATRAULIYA,2023-24,442,442.0,1
AZAMGARH,ATRAULIYA,2024-25,330,330.0,1
AZAMGARH,ATRAULIYA,2025-26,267,267.0,1
AZAMGARH,AZAMGRAH,2022-23,1011,1011.0,1
AZAMGARH,AZAMGRAH,2023-24,995,995.0,1
AZAMGARH,AZAMGRAH,2024-25,726,726.0,1
AZAMGARH,AZAMGRAH,2025-26,774,774.0,1
AZAMGARH,AZMATGARH,2022-23,613,613.0,1
AZAMGARH,AZMATGARH,2023-24,650,650.0,1
AZAMGARH,AZMATGARH,2024-25,659,659.0,1
AZAMGARH,AZMATGARH,2025-26,659,659.0,1
AZAMGARH,BILARIYAGANJ,2022-23,190,190.0,1
AZAMGARH,BILARIYAGANJ,2023-24,146,146.0,1
AZAMGARH,BILARIYAGANJ,2024-25,153,153.0,1
AZAMGARH,BILARIYAGANJ,2025-26,178,178.0,1
AZAMGARH,FOOLPOOR,2022-23,70,70.0,1
AZAMGARH,FOOLPOOR,2023-24,78,78.0,1
AZAMGARH,FOOLPOOR,2024-25,80,80.0,1
AZAMGARH,FOOLPOOR,2025-26,64,64.0,1
AZAMGARH,HARRAIYA,2022-23,588,196.0,3
AZAMGARH,HARRAIYA,2023-24,351,117.0,3
AZAMGARH,HARRAIYA,2024-25,317,105.7,3
AZAMGARH,HARRAIYA,2025-26,270,90.0,3
AZAMGARH,JAHANAGANJ,2022-23,272,136.0,2
AZAMGARH,JAHANAGANJ,2023-24,244,122.0,2
AZAMGARH,JAHANAGANJ,2024-25,258,129.0,2
AZAMGARH,JAHANAGANJ,2025-26,275,137.5,2
AZAMGARH,LALGANJ,2022-23,451,150.3,3
AZAMGARH,LALGANJ,2023-24,418,139.3,3
AZAMGARH,LALGANJ,2024-25,451,150.3,3
AZAMGARH,LALGANJ,2025-26,498,166.0,3
AZAMGARH,MAHARAJ GANJ,2022-23,37,37.0,1
AZAMGARH,MAHARAJ GANJ,2023-24,41,41.0,1
AZAMGARH,MAHARAJ GANJ,2024-25,30,30.0,1
AZAMGARH,MAHARAJ GANJ,2025-26,50,50.0,1
AZAMGARH,MIRZAPUR,2022-23,437,437.0,1
AZAMGARH,MIRZAPUR,2023-24,442,442.0,1
AZAMGARH,MIRZAPUR,2024-25,444,444.0,1
AZAMGARH,MIRZAPUR,2025-26,448,448.0,1
AZAMGARH,MOHAMMADPUR,2022-23,134,44.7,3
AZAMGARH,MOHAMMADPUR,2023-24,128,42.7,3
AZAMGARH,MOHAMMADPUR,2024-25,168,56.0,3
AZAMGARH,MOHAMMADPUR,2025-26,239,79.7,3
AZAMGARH,PALHNA,2022-23,53,53.0,1
AZAMGARH,PALHNA,2023-24,53,53.0,1
AZAMGARH,PALHNA,2024-25,72,72.0,1
AZAMGARH,PALHNA,2025-26,88,88.0,1
AZAMGARH,PAWAE,2022-23,529,264.5,2
AZAMGARH,PAWAE,2023-24,402,201.0,2
AZAMGARH,PAWAE,2024-25,314,157.0,2
AZAMGARH,PAWAE,2025-26,389,194.5,2
AZAMGARH,SATHIYAN,2024-25,58,58.0,1
AZAMGARH,SATHIYAN,2025-26,472,472.0,1
AZAMGARH,TAHBERPUR,2022-23,160,160.0,1
AZAMGARH,TAHBERPUR,2023-24,129,129.0,1
AZAMGARH,TAHBERPUR,2024-25,116,116.0,1
AZAMGARH,TAHBERPUR,2025-26,125,125.0,1
AZAMGARH,TARWA,2022-23,25,25.0,1
AZAMGARH,TARWA,2023-24,32,32.0,1
AZAMGARH,TARWA,2024-25,32,32.0,1
AZAMGARH,TARWA,2025-26,32,32.0,1
AZAMGARH,THEKMA,2022-23,65,65.0,1
AZAMGARH,THEKMA,2023-24,57,57.0,1
AZAMGARH,THEKMA,2024-25,35,35.0,1
AZAMGARH,THEKMA,2025-26,34,34.0,1
BAGHPAT,BAGPAT,2022-23,1003,250.8,4
BAGHPAT,BAGPAT,2023-24,1053,263.2,4
BAGHPAT,BAGPAT,2024-25,1104,276.0,4
BAGHPAT,BAGPAT,2025-26,1072,268.0,4
BAGHPAT,BAROUT,2022-23,256,128.0,2
BAGHPAT,BAROUT,2023-24,264,132.0,2
BAGHPAT,BAROUT,2024-25,279,139.5,2
BAGHPAT,BAROUT,2025-26,271,135.5,2
BAGHPAT,BAROUT URBAN,2022-23,192,192.0,1
BAGHPAT,BAROUT URBAN,2023-24,196,196.0,1
BAGHPAT,BAROUT URBAN,2024-25,194,194.0,1
BAGHPAT,BAROUT URBAN,2025-26,176,176.0,1
BAGHPAT,BINOLY,2022-23,307,102.3,3
BAGHPAT,BINOLY,2023-24,347,115.7,3
BAGHPAT,BINOLY,2024-25,349,116.3,3
BAGHPAT,BINOLY,2025-26,351,117.0,3
BAGHPAT,CHHAPROLI,2022-23,200,50.0,4
BAGHPAT,CHHAPROLI,2023-24,238,47.6,5
BAGHPAT,CHHAPROLI,2024-25,289,57.8,5
BAGHPAT,CHHAPROLI,2025-26,360,72.0,5
BAGHPAT,KHEKRA,2022-23,203,67.7,3
BAGHPAT,KHEKRA,2023-24,183,61.0,3
BAGHPAT,KHEKRA,2024-25,183,61.0,3
BAGHPAT,KHEKRA,2025-26,196,65.3,3
BAGHPAT,PILANA,2022-23,179,89.5,2
BAGHPAT,PILANA,2023-24,232,77.3,3
BAGHPAT,PILANA,2024-25,266,88.7,3
BAGHPAT,PILANA,2025-26,278,92.7,3
BAHRAICH,BALHA,2022-23,309,103.0,3
BAHRAICH,BALHA,2023-24,764,191.0,4
BAHRAICH,BALHA,2024-25,852,170.4,5
BAHRAICH,BALHA,2025-26,1030,206.0,5
BAHRAICH,CHITTAURA,2022-23,197,98.5,2
BAHRAICH,CHITTAURA,2023-24,203,101.5,2
BAHRAICH,CHITTAURA,2024-25,193,96.5,2
BAHRAICH,CHITTAURA,2025-26,168,84.0,2
BAHRAICH,FAKHAR PUR,2022-23,212,212.0,1
BAHRAICH,FAKHAR PUR,2023-24,256,128.0,2
BAHRAICH,FAKHAR PUR,2024-25,319,159.5,2
BAHRAICH,FAKHAR PUR,2025-26,431,215.5,2
BAHRAICH,HUJUR PUR,2022-23,540,108.0,5
BAHRAICH,HUJUR PUR,2023-24,686,114.3,6
BAHRAICH,HUJUR PUR,2024-25,964,160.7,6
BAHRAICH,HUJUR PUR,2025-26,1017,169.5,6
BAHRAICH,JARWAL,2022-23,483,96.6,5
BAHRAICH,JARWAL,2023-24,507,84.5,6
BAHRAICH,JARWAL,2024-25,583,97.2,6
BAHRAICH,JARWAL,2025-26,670,111.7,6
BAHRAICH,KAISER GANJ,2022-23,1716,245.1,7
BAHRAICH,KAISER GANJ,2023-24,1721,245.9,7
BAHRAICH,KAISER GANJ,2024-25,1833,261.9,7
BAHRAICH,KAISER GANJ,2025-26,2018,288.3,7
BAHRAICH,MAHSI,2022-23,289,96.3,3
BAHRAICH,MAHSI,2023-24,283,94.3,3
BAHRAICH,MAHSI,2024-25,234,78.0,3
BAHRAICH,MAHSI,2025-26,263,87.7,3
BAHRAICH,MIHIN PURVA,2022-23,598,99.7,6
BAHRAICH,MIHIN PURVA,2023-24,695,99.3,7
BAHRAICH,MIHIN PURVA,2024-25,1031,147.3,7
BAHRAICH,MIHIN PURVA,2025-26,962,137.4,7
BAHRAICH,NAGAR AREA,2022-23,1146,573.0,2
BAHRAICH,NAGAR AREA,2023-24,1107,553.5,2
BAHRAICH,NAGAR AREA,2024-25,1193,596.5,2
BAHRAICH,NAGAR AREA,2025-26,1155,577.5,2
BAHRAICH,NAWAB GANJ,2022-23,570,190.0,3
BAHRAICH,NAWAB GANJ,2023-24,131,65.5,2
BAHRAICH,NAWAB GANJ,2024-25,253,126.5,2
BAHRAICH,NAWAB GANJ,2025-26,292,146.0,2
BAHRAICH,PAYAGPUR,2022-23,489,163.0,3
BAHRAICH,PAYAGPUR,2023-24,499,166.3,3
BAHRAICH,PAYAGPUR,2024-25,612,204.0,3
BAHRAICH,PAYAGPUR,2025-26,608,202.7,3
BAHRAICH,RISIA,2022-23,174,87.0,2
BAHRAICH,RISIA,2023-24,162,81.0,2
BAHRAICH,RISIA,2024-25,136,68.0,2
BAHRAICH,RISIA,2025-26,176,88.0,2
BAHRAICH,SHIV PUR,2022-23,182,91.0,2
BAHRAICH,SHIV PUR,2023-24,177,88.5,2
BAHRAICH,SHIV PUR,2024-25,216,108.0,2
BAHRAICH,SHIV PUR,2025-26,244,122.0,2
BAHRAICH,TAJWA PUR,2022-23,922,461.0,2
BAHRAICH,TAJWA PUR,2023-24,1112,556.0,2
BAHRAICH,TAJWA PUR,2024-25,1254,627.0,2
BAHRAICH,TAJWA PUR,2025-26,1276,638.0,2
BAHRAICH,VISHESHWAR  GANJ,2022-23,440,110.0,4
BAHRAICH,VISHESHWAR  GANJ,2023-24,419,104.8,4
BAHRAICH,VISHESHWAR  GANJ,2024-25,460,115.0,4
BAHRAICH,VISHESHWAR  GANJ,2025-26,613,153.2,4
BALLIA,BAIRIA,2022-23,122,122.0,1
BALLIA,BAIRIA,2023-24,131,131.0,1
BALLIA,BAIRIA,2024-25,118,118.0,1
BALLIA,BAIRIA,2025-26,125,125.0,1
BALLIA,BALLIA N.P.,2022-23,1975,987.5,2
BALLIA,BALLIA N.P.,2023-24,1882,941.0,2
BALLIA,BALLIA N.P.,2024-25,1715,857.5,2
BALLIA,BALLIA N.P.,2025-26,1685,842.5,2
BALLIA,BANSDEEH,2022-23,99,49.5,2
BALLIA,BANSDEEH,2023-24,105,52.5,2
BALLIA,BANSDEEH,2024-25,108,54.0,2
BALLIA,BANSDEEH,2025-26,109,54.5,2
BALLIA,BELAHARI,2022-23,270,90.0,3
BALLIA,BELAHARI,2023-24,240,80.0,3
BALLIA,BELAHARI,2024-25,197,65.7,3
BALLIA,BELAHARI,2025-26,292,97.3,3
BALLIA,CHILKAHAR,2022-23,156,78.0,2
BALLIA,CHILKAHAR,2023-24,152,76.0,2
BALLIA,CHILKAHAR,2024-25,203,101.5,2
BALLIA,CHILKAHAR,2025-26,189,94.5,2
BALLIA,DUBAHAR,2022-23,101,101.0,1
BALLIA,DUBAHAR,2023-24,101,101.0,1
BALLIA,DUBAHAR,2024-25,103,103.0,1
BALLIA,DUBAHAR,2025-26,122,122.0,1
BALLIA,GARWAR,2022-23,158,52.7,3
BALLIA,GARWAR,2023-24,138,46.0,3
BALLIA,GARWAR,2024-25,177,59.0,3
BALLIA,GARWAR,2025-26,203,67.7,3
BALLIA,MANIAR,2022-23,47,47.0,1
BALLIA,MANIAR,2023-24,59,59.0,1
BALLIA,MANIAR,2024-25,67,67.0,1
BALLIA,MANIAR,2025-26,105,105.0,1
BALLIA,MURLI CHHAPRA,2022-23,299,99.7,3
BALLIA,MURLI CHHAPRA,2023-24,298,99.3,3
BALLIA,MURLI CHHAPRA,2024-25,262,87.3,3
BALLIA,MURLI CHHAPRA,2025-26,259,86.3,3
BALLIA,NAGARA,2022-23,226,75.3,3
BALLIA,NAGARA,2023-24,173,57.7,3
BALLIA,NAGARA,2024-25,159,53.0,3
BALLIA,NAGARA,2025-26,139,46.3,3
BALLIA,NAVANAGAR,2022-23,87,87.0,1
BALLIA,NAVANAGAR,2023-24,130,65.0,2
BALLIA,NAVANAGAR,2024-25,139,69.5,2
BALLIA,NAVANAGAR,2025-26,153,76.5,2
BALLIA,PANDAH,2022-23,248,124.0,2
BALLIA,PANDAH,2023-24,216,108.0,2
BALLIA,PANDAH,2024-25,110,55.0,2
BALLIA,PANDAH,2025-26,106,53.0,2
BALLIA,RASARA,2022-23,251,83.7,3
BALLIA,RASARA,2023-24,223,74.3,3
BALLIA,RASARA,2024-25,297,99.0,3
BALLIA,RASARA,2025-26,288,96.0,3
BALLIA,REVATI,2022-23,112,56.0,2
BALLIA,REVATI,2023-24,86,43.0,2
BALLIA,REVATI,2024-25,92,46.0,2
BALLIA,REVATI,2025-26,103,51.5,2
BALLIA,SEAR,2022-23,233,116.5,2
BALLIA,SEAR,2023-24,232,77.3,3
BALLIA,SEAR,2024-25,299,99.7,3
BALLIA,SEAR,2025-26,342,114.0,3
BALLIA,SOHAWN,2022-23,299,299.0,1
BALLIA,SOHAWN,2023-24,237,237.0,1
BALLIA,SOHAWN,2024-25,255,255.0,1
BALLIA,SOHAWN,2025-26,228,228.0,1
BALRAMPUR,BALRAMPUR,2022-23,522,104.4,5
BALRAMPUR,BALRAMPUR,2023-24,504,100.8,5
BALRAMPUR,BALRAMPUR,2024-25,459,91.8,5
BALRAMPUR,BALRAMPUR,2025-26,506,101.2,5
