District,Block,Year,Avg_Girls_Ratio
FAIZABAD,RUDAULI,2022-23,0.784
FAIZABAD,RUDAULI,2023-24,0.793
FAIZABAD,RUDAULI,2024-25,0.756
FAIZABAD,SOHAWAL,2022-23,0.882
FAIZABAD,SOHAWAL,2023-24,0.806
FAIZABAD,SOHAWAL,2024-25,0.762
FAIZABAD,TARUN,2022-23,1.0
FAIZABAD,TARUN,2023-24,1.0
FAIZABAD,TARUN,2024-25,1.0
FARRUKHABAD,KAMALGANJ,2022-23,0.643
FARRUKHABAD,KAMALGANJ,2023-24,0.585
FARRUKHABAD,KAMALGANJ,2024-25,0.521
FARRUKHABAD,KAMALGANJ,2025-26,0.625
FARRUKHABAD,MOHAMDABAD,2022-23,0.435
FARRUKHABAD,MOHAMDABAD,2023-24,0.494
FARRUKHABAD,MOHAMDABAD,2024-25,0.589
FARRUKHABAD,MOHAMDABAD,2025-26,0.566
FARRUKHABAD,NAG. KSH.FAR.BAD,2022-23,0.333
FARRUKHABAD,NAG. KSH.FAR.BAD,2023-24,0.333
FARRUKHABAD,NAG. KSH.FAR.BAD,2024-25,0.333
FARRUKHABAD,NAG. KSH.FAR.BAD,2025-26,0.333
FARRUKHABAD,NAWABGANJ,2022-23,0.432
FARRUKHABAD,NAWABGANJ,2023-24,0.432
FARRUKHABAD,NAWABGANJ,2024-25,0.423
FARRUKHABAD,NAWABGANJ,2025-26,0.487
FARRUKHABAD,RAJE PUR,2022-23,0.655
FARRUKHABAD,RAJE PUR,2023-24,0.664
FARRUKHABAD,RAJE PUR,2024-25,0.663
FARRUKHABAD,RAJE PUR,2025-26,0.658
FARRUKHABAD,SHAMSABAD,2022-23,0.509
FARRUKHABAD,SHAMSABAD,2023-24,0.55
FARRUKHABAD,SHAMSABAD,2024-25,0.563
FARRUKHABAD,SHAMSABAD,2025-26,0.527
FATEHPUR,AIRAYAN,2022-23,0.451
FATEHPUR,AIRAYAN,2023-24,0.475
FATEHPUR,AIRAYAN,2024-25,0.523
FATEHPUR,AIRAYAN,2025-26,0.453
FATEHPUR,AMAULI,2022-23,0.488
FATEHPUR,AMAULI,2023-24,0.44
FATEHPUR,AMAULI,2024-25,0.557
FATEHPUR,AMAULI,2025-26,0.551
FATEHPUR,ASHOTHAR,2022-23,0.596
FATEHPUR,ASHOTHAR,2023-24,0.612
FATEHPUR,ASHOTHAR,2024-25,0.669
FATEHPUR,ASHOTHAR,2025-26,0.657
FATEHPUR,BAHUA,2022-23,0.564
FATEHPUR,BAHUA,2023-24,0.582
FATEHPUR,BAHUA,2024-25,0.59
FATEHPUR,BAHUA,2025-26,0.567
FATEHPUR,BHITAURA,2022-23,0.687
FATEHPUR,BHITAURA,2023-24,0.699
FATEHPUR,BHITAURA,2024-25,0.661
FATEHPUR,BHITAURA,2025-26,0.647
FATEHPUR,DEOMAI,2022-23,0.58
FATEHPUR,DEOMAI,2023-24,0.549
FATEHPUR,DEOMAI,2024-25,0.494
FATEHPUR,DEOMAI,2025-26,0.511
FATEHPUR,DHATA,2022-23,0.558
FATEHPUR,DHATA,2023-24,0.632
FATEHPUR,DHATA,2024-25,0.533
FATEHPUR,DHATA,2025-26,0.52
FATEHPUR,HASAWA,2022-23,0.653
FATEHPUR,HASAWA,2023-24,0.651
FATEHPUR,HASAWA,2024-25,0.628
FATEHPUR,HASAWA,2025-26,0.567
FATEHPUR,HATHGAOM,2022-23,0.544
FATEHPUR,HATHGAOM,2023-24,0.546
FATEHPUR,HATHGAOM,2024-25,0.543
FATEHPUR,HATHGAOM,2025-26,0.515
FATEHPUR,KHAJUHA,2022-23,0.512
FATEHPUR,KHAJUHA,2023-24,0.602
FATEHPUR,KHAJUHA,2024-25,0.564
FATEHPUR,KHAJUHA,2025-26,0.484
FATEHPUR,MALAWAN,2022-23,0.678
FATEHPUR,MALAWAN,2023-24,0.697
FATEHPUR,MALAWAN,2024-25,0.701
FATEHPUR,MALAWAN,2025-26,0.632
FATEHPUR,NAGAR BINDKI,2022-23,1.0
FATEHPUR,NAGAR BINDKI,2023-24,1.0
FATEHPUR,NAGAR BINDKI,2024-25,1.0
FATEHPUR,NAGAR BINDKI,2025-26,1.0
FATEHPUR,NAGAR FATEHPUR,2022-23,0.527
FATEHPUR,NAGAR FATEHPUR,2023-24,0.556
FATEHPUR,NAGAR FATEHPUR,2024-25,0.578
FATEHPUR,NAGAR FATEHPUR,2025-26,0.467
FATEHPUR,TELIYANI,2022-23,0.657
FATEHPUR,TELIYANI,2023-24,0.639
FATEHPUR,TELIYANI,2024-25,0.606
FATEHPUR,TELIYANI,2025-26,0.621
FATEHPUR,VIJAIPUR,2022-23,0.574
FATEHPUR,VIJAIPUR,2023-24,0.602
FATEHPUR,VIJAIPUR,2024-25,0.599
FATEHPUR,VIJAIPUR,2025-26,0.533
FIROZABAD,ARAWN,2022-23,0.559
FIROZABAD,ARAWN,2023-24,0.625
FIROZABAD,ARAWN,2024-25,0.505
FIROZABAD,ARAWN,2025-26,0.524
FIROZABAD,EKA,2022-23,0.553
FIROZABAD,EKA,2023-24,0.521
FIROZABAD,EKA,2024-25,0.463
FIROZABAD,EKA,2025-26,0.562
FIROZABAD,FIROZABAD,2022-23,0.533
FIROZABAD,FIROZABAD,2023-24,0.464
FIROZABAD,FIROZABAD,2024-25,0.431
FIROZABAD,FIROZABAD,2025-26,0.493
FIROZABAD,JASRANA,2022-23,0.768
FIROZABAD,JASRANA,2023-24,0.818
FIROZABAD,JASRANA,2024-25,0.865
FIROZABAD,JASRANA,2025-26,0.797
FIROZABAD,KHAIRGARH,2022-23,0.622
FIROZABAD,KHAIRGARH,2023-24,0.491
FIROZABAD,KHAIRGARH,2024-25,0.377
FIROZABAD,KHAIRGARH,2025-26,0.574
FIROZABAD,MADANPUR,2022-23,0.771
FIROZABAD,MADANPUR,2023-24,0.768
FIROZABAD,MADANPUR,2024-25,0.8
FIROZABAD,MADANPUR,2025-26,0.816
FIROZABAD,NARKHI,2022-23,0.529
FIROZABAD,NARKHI,2023-24,0.492
FIROZABAD,NARKHI,2024-25,0.597
FIROZABAD,NARKHI,2025-26,0.555
FIROZABAD,SHIKOHABAD,2022-23,0.418
FIROZABAD,SHIKOHABAD,2023-24,0.451
FIROZABAD,SHIKOHABAD,2024-25,0.47
FIROZABAD,SHIKOHABAD,2025-26,0.487
FIROZABAD,TUNDLA,2022-23,0.641
FIROZABAD,TUNDLA,2023-24,0.604
FIROZABAD,TUNDLA,2024-25,0.631
FIROZABAD,TUNDLA,2025-26,0.638
GAUTAM BUDDHA NAGAR,DADRI,2022-23,0.384
GAUTAM BUDDHA NAGAR,DADRI,2023-24,0.388
GAUTAM BUDDHA NAGAR,DADRI,2024-25,0.459
GAUTAM BUDDHA NAGAR,DADRI,2025-26,0.468
GAUTAM BUDDHA NAGAR,DANKAUR,2022-23,0.397
GAUTAM BUDDHA NAGAR,DANKAUR,2023-24,0.398
GAUTAM BUDDHA NAGAR,DANKAUR,2024-25,0.43
GAUTAM BUDDHA NAGAR,DANKAUR,2025-26,0.467
GAUTAM BUDDHA NAGAR,VISRAKH,2022-23,0.713
GAUTAM BUDDHA NAGAR,VISRAKH,2023-24,0.725
GAUTAM BUDDHA NAGAR,VISRAKH,2024-25,0.713
GAUTAM BUDDHA NAGAR,VISRAKH,2025-26,0.717
GHAZIABAD,BHOJPUR,2022-23,0.594
GHAZIABAD,BHOJPUR,2023-24,0.6
GHAZIABAD,BHOJPUR,2024-25,0.57
GHAZIABAD,BHOJPUR,2025-26,0.537
GHAZIABAD,GHAZIABAD (MUN.AREA),2022-23,0.691
GHAZIABAD,GHAZIABAD (MUN.AREA),2023-24,0.697
GHAZIABAD,GHAZIABAD (MUN.AREA),2024-25,0.686
GHAZIABAD,GHAZIABAD (MUN.AREA),2025-26,0.697
GHAZIABAD,LONI,2023-24,0.5
GHAZIABAD,LONI,2024-25,0.5
GHAZIABAD,LONI,2025-26,0.5
GHAZIABAD,MURAD NAGAR,2022-23,0.2
GHAZIABAD,MURAD NAGAR,2023-24,0.214
GHAZIABAD,MURAD NAGAR,2024-25,0.213
GHAZIABAD,MURAD NAGAR,2025-26,0.519
GHAZIABAD,RAZAPUR,2022-23,0.484
GHAZIABAD,RAZAPUR,2023-24,0.457
GHAZIABAD,RAZAPUR,2024-25,0.461
GHAZIABAD,RAZAPUR,2025-26,0.442
GHAZIPUR,BHADAURA,2022-23,1.0
GHAZIPUR,BHADAURA,2023-24,1.0
GHAZIPUR,BHADAURA,2024-25,1.0
GHAZIPUR,BHADAURA,2025-26,1.0
GHAZIPUR,BHAWARCOL,2022-23,0.709
GHAZIPUR,BHAWARCOL,2023-24,0.601
GHAZIPUR,BHAWARCOL,2024-25,0.582
GHAZIPUR,BHAWARCOL,2025-26,0.598
GHAZIPUR,BIRNO,2022-23,0.536
GHAZIPUR,BIRNO,2023-24,0.556
GHAZIPUR,BIRNO,2024-25,0.645
GHAZIPUR,BIRNO,2025-26,0.598
GHAZIPUR,DEOKALI,2022-23,0.881
GHAZIPUR,DEOKALI,2023-24,0.853
GHAZIPUR,DEOKALI,2024-25,0.889
GHAZIPUR,DEOKALI,2025-26,0.904
GHAZIPUR,GHAZIPUR SADAR,2022-23,0.579
GHAZIPUR,GHAZIPUR SADAR,2023-24,0.667
GHAZIPUR,GHAZIPUR SADAR,2024-25,0.64
GHAZIPUR,GHAZIPUR SADAR,2025-26,0.597
GHAZIPUR,KARANDA,2022-23,0.601
GHAZIPUR,KARANDA,2023-24,0.574
GHAZIPUR,KARANDA,2024-25,0.485
GHAZIPUR,KARANDA,2025-26,0.49
GHAZIPUR,KASIMABAD,2022-23,1.0
GHAZIPUR,KASIMABAD,2023-24,1.0
GHAZIPUR,KASIMABAD,2024-25,1.0
GHAZIPUR,KASIMABAD,2025-26,1.0
GHAZIPUR,MANIHARI,2022-23,0.77
GHAZIPUR,MANIHARI,2023-24,0.712
GHAZIPUR,MANIHARI,2024-25,0.719
GHAZIPUR,MANIHARI,2025-26,0.666
GHAZIPUR,MOHAMMADABAD,2022-23,1.0
GHAZIPUR,MOHAMMADABAD,2023-24,1.0
GHAZIPUR,MOHAMMADABAD,2024-25,1.0
GHAZIPUR,MOHAMMADABAD,2025-26,1.0
GHAZIPUR,NAGAR CHHETRA,2022-23,0.5
GHAZIPUR,NAGAR CHHETRA,2023-24,0.5
GHAZIPUR,NAGAR CHHETRA,2024-25,0.5
GHAZIPUR,NAGAR CHHETRA,2025-26,0.5
GHAZIPUR,REOTIPUR,2022-23,0.349
GHAZIPUR,REOTIPUR,2023-24,0.592
GHAZIPUR,REOTIPUR,2024-25,0.789
GHAZIPUR,REOTIPUR,2025-26,0.667
GHAZIPUR,SADAT,2022-23,0.734
GHAZIPUR,SADAT,2023-24,0.727
GHAZIPUR,SADAT,2024-25,0.737
GHAZIPUR,SADAT,2025-26,0.746
GHAZIPUR,SAIDPUR,2022-23,0.798
GHAZIPUR,SAIDPUR,2023-24,0.802
GHAZIPUR,SAIDPUR,2024-25,0.795
GHAZIPUR,SAIDPUR,2025-26,0.8
GHAZIPUR,ZAKHANIA,2022-23,0.575
GHAZIPUR,ZAKHANIA,2023-24,0.587
GHAZIPUR,ZAKHANIA,2024-25,0.509
GHAZIPUR,ZAKHANIA,2025-26,0.462
GHAZIPUR,ZAMANIA,2022-23,1.0
GHAZIPUR,ZAMANIA,2023-24,1.0
GHAZIPUR,ZAMANIA,2024-25,1.0
GHAZIPUR,ZAMANIA,2025-26,1.0
GONDA,BELSAR,2022-23,0.521
GONDA,BELSAR,2023-24,0.523
GONDA,BELSAR,2024-25,0.53
GONDA,BELSAR,2025-26,0.547
GONDA,CHHAPIA,2022-23,1.0
GONDA,CHHAPIA,2023-24,0.816
GONDA,CHHAPIA,2024-25,0.79
GONDA,CHHAPIA,2025-26,0.752
GONDA,COLONELGANJ,2022-23,0.582
GONDA,COLONELGANJ,2023-24,0.571
GONDA,COLONELGANJ,2024-25,0.562
GONDA,COLONELGANJ,2025-26,0.537
GONDA,GONDA(MUN. CORP.),2022-23,0.5
GONDA,GONDA(MUN. CORP.),2023-24,0.5
GONDA,GONDA(MUN. CORP.),2024-25,0.5
GONDA,GONDA(MUN. CORP.),2025-26,0.5
GONDA,HALDHARMAU,2022-23,0.528
GONDA,HALDHARMAU,2023-24,0.506
GONDA,HALDHARMAU,2024-25,0.533
GONDA,HALDHARMAU,2025-26,0.588
GONDA,ITIYATHOK,2022-23,0.527
GONDA,ITIYATHOK,2023-24,0.469
GONDA,ITIYATHOK,2024-25,0.44
GONDA,ITIYATHOK,2025-26,0.478
GONDA,JHANJHRI,2022-23,0.55
GONDA,JHANJHRI,2023-24,0.476
GONDA,JHANJHRI,2024-25,0.541
GONDA,JHANJHRI,2025-26,0.645
GONDA,KATRA BAZAR,2022-23,0.675
GONDA,KATRA BAZAR,2023-24,0.635
GONDA,KATRA BAZAR,2024-25,0.697
GONDA,KATRA BAZAR,2025-26,0.653
GONDA,MANKAPUR,2022-23,0.555
GONDA,MANKAPUR,2023-24,0.59
GONDA,MANKAPUR,2024-25,0.53
GONDA,MANKAPUR,2025-26,0.592
GONDA,MUJEHNA,2022-23,0.508
GONDA,MUJEHNA,2023-24,0.632
GONDA,MUJEHNA,2024-25,0.642
GONDA,MUJEHNA,2025-26,0.67
GONDA,NAWAB GANJ,2022-23,0.783
GONDA,NAWAB GANJ,2023-24,0.758
GONDA,NAWAB GANJ,2024-25,0.741
GONDA,NAWAB GANJ,2025-26,0.788
GONDA,PANDRI KRIPAL,2022-23,0.565
GONDA,PANDRI KRIPAL,2023-24,0.633
GONDA,PANDRI KRIPAL,2024-25,0.632
GONDA,PANDRI KRIPAL,2025-26,0.647
GONDA,PARASPUR,2022-23,0.532
GONDA,PARASPUR,2023-24,0.533
GONDA,PARASPUR,2024-25,0.522
GONDA,PARASPUR,2025-26,0.551
GONDA,RUPAIDEEH,2022-23,0.478
GONDA,RUPAIDEEH,2023-24,0.476
GONDA,RUPAIDEEH,2024-25,0.565
GONDA,RUPAIDEEH,2025-26,0.609
GONDA,TARABGANJ,2022-23,0.463
GONDA,TARABGANJ,2023-24,0.455
GONDA,TARABGANJ,2024-25,0.53
GONDA,TARABGANJ,2025-26,0.649
GORAKHPUR,BAANSGAON,2022-23,1.0
GORAKHPUR,BAANSGAON,2023-24,1.0
GORAKHPUR,BAANSGAON,2024-25,1.0
GORAKHPUR,BAANSGAON,2025-26,1.0
GORAKHPUR,BADHALGANJ,2022-23,0.515
GORAKHPUR,BADHALGANJ,2023-24,0.595
GORAKHPUR,BADHALGANJ,2024-25,0.557
GORAKHPUR,BADHALGANJ,2025-26,0.5
GORAKHPUR,BELGHAT,2022-23,0.505
GORAKHPUR,BELGHAT,2023-24,0.522
GORAKHPUR,BELGHAT,2024-25,0.425
GORAKHPUR,BELGHAT,2025-26,0.479
GORAKHPUR,BHATHAT,2022-23,0.591
GORAKHPUR,BHATHAT,2023-24,0.63
GORAKHPUR,BHATHAT,2024-25,0.672
GORAKHPUR,BHATHAT,2025-26,0.633
GORAKHPUR,CAMPIARGANJ,2022-23,0.671
GORAKHPUR,CAMPIARGANJ,2023-24,0.662
GORAKHPUR,CAMPIARGANJ,2024-25,0.671
GORAKHPUR,CAMPIARGANJ,2025-26,0.66
GORAKHPUR,CHARGANWA,2022-23,0.482
GORAKHPUR,CHARGANWA,2023-24,0.495
GORAKHPUR,CHARGANWA,2024-25,0.521
GORAKHPUR,CHARGANWA,2025-26,0.603
GORAKHPUR,GOLA,2022-23,0.495
GORAKHPUR,GOLA,2023-24,0.469
GORAKHPUR,GOLA,2024-25,0.554
GORAKHPUR,GOLA,2025-26,0.535
GORAKHPUR,KAUDIRAM,2022-23,0.639
GORAKHPUR,KAUDIRAM,2023-24,0.619
GORAKHPUR,KAUDIRAM,2024-25,0.611
GORAKHPUR,KAUDIRAM,2025-26,0.594
GORAKHPUR,KHAJNI,2022-23,0.761
GORAKHPUR,KHAJNI,2023-24,0.652
GORAKHPUR,KHAJNI,2024-25,0.72
GORAKHPUR,KHAJNI,2025-26,0.719
GORAKHPUR,KHORABAR,2022-23,0.498
GORAKHPUR,KHORABAR,2023-24,0.447
GORAKHPUR,KHORABAR,2024-25,0.464
GORAKHPUR,KHORABAR,2025-26,0.497
GORAKHPUR,NAGAR KSHETRA,2022-23,0.5
GORAKHPUR,NAGAR KSHETRA,2023-24,0.5
GORAKHPUR,NAGAR KSHETRA,2024-25,0.5
GORAKHPUR,NAGAR KSHETRA,2025-26,0.5
GORAKHPUR,PIPRAICH,2022-23,0.625
GORAKHPUR,PIPRAICH,2023-24,0.56
GORAKHPUR,PIPRAICH,2024-25,0.522
GORAKHPUR,PIPRAICH,2025-26,0.464
GORAKHPUR,PIPRAULI,2022-23,0.5
GORAKHPUR,PIPRAULI,2023-24,0.565
GORAKHPUR,PIPRAULI,2024-25,0.667
GORAKHPUR,PIPRAULI,2025-26,0.645
GORAKHPUR,SAHJANWA,2022-23,0.606
GORAKHPUR,SAHJANWA,2023-24,0.514
GORAKHPUR,SAHJANWA,2024-25,0.45
GORAKHPUR,SAHJANWA,2025-26,0.458
GORAKHPUR,SARDARNAGAR,2022-23,1.0
GORAKHPUR,SARDARNAGAR,2023-24,1.0
GORAKHPUR,SARDARNAGAR,2024-25,1.0
GORAKHPUR,SARDARNAGAR,2025-26,1.0
HAMIRPUR,GOHAND,2025-26,0.733
HAMIRPUR,KURARA,2025-26,0.472
HAMIRPUR,MAUDHA,2025-26,0.614
HAMIRPUR,MUSKARA,2025-26,0.459
HAMIRPUR,NP HAMIRPUR,2025-26,0.504
HAMIRPUR,NP MAUDAHA,2025-26,1.0
HAMIRPUR,NP RATH,2025-26,1.0
HAMIRPUR,RATH,2025-26,0.551
HAMIRPUR,SARILA,2025-26,0.468
HAMIRPUR,SUMERPUR,2025-26,0.608
HAMIRPUR (U.P.),GOHAND,2022-23,0.833
HAMIRPUR (U.P.),GOHAND,2023-24,0.8
HAMIRPUR (U.P.),GOHAND,2024-25,0.672
HAMIRPUR (U.P.),KURARA,2022-23,0.482
HAMIRPUR (U.P.),KURARA,2023-24,0.483
HAMIRPUR (U.P.),KURARA,2024-25,0.49
HAMIRPUR (U.P.),MAUDHA,2022-23,0.627
HAMIRPUR (U.P.),MAUDHA,2023-24,0.665
HAMIRPUR (U.P.),MAUDHA,2024-25,0.627
HAMIRPUR (U.P.),MUSKARA,2022-23,0.514
HAMIRPUR (U.P.),MUSKARA,2023-24,0.49
HAMIRPUR (U.P.),MUSKARA,2024-25,0.475
HAMIRPUR (U.P.),NP HAMIRPUR,2022-23,0.5
HAMIRPUR (U.P.),NP HAMIRPUR,2023-24,0.5
HAMIRPUR (U.P.),NP HAMIRPUR,2024-25,0.5
HAMIRPUR (U.P.),NP MAUDAHA,2022-23,1.0
HAMIRPUR (U.P.),NP MAUDAHA,2023-24,1.0
HAMIRPUR (U.P.),NP MAUDAHA,2024-25,1.0
HAMIRPUR (U.P.),NP RATH,2022-23,1.0
HAMIRPUR (U.P.),NP RATH,2023-24,1.0
HAMIRPUR (U.P.),NP RATH,2024-25,1.0
HAMIRPUR (U.P.),RATH,2022-23,0.511
HAMIRPUR (U.P.),RATH,2023-24,0.564
HAMIRPUR (U.P.),RATH,2024-25,0.555
HAMIRPUR (U.P.),SARILA,2022-23,0.468
HAMIRPUR (U.P.),SARILA,2023-24,0.485
HAMIRPUR (U.P.),SARILA,2024-25,0.492
HAMIRPUR (U.P.),SUMERPUR,2022-23,0.627
HAMIRPUR (U.P.),SUMERPUR,2023-24,0.64
HAMIRPUR (U.P.),SUMERPUR,2024-25,0.624
HAPUR,DHAULANA,2025-26,0.491
HAPUR,GARH MUKTESWAR,2025-26,0.508
HAPUR,HAPUR,2025-26,0.601
HAPUR,SIMBHAWALI,2025-26,0.489
HAPUR (PANCHSHEEL NAGAR),DHAULANA,2022-23,0.478
HAPUR (PANCHSHEEL NAGAR),DHAULANA,2023-24,0.488
HAPUR (PANCHSHEEL NAGAR),DHAULANA,2024-25,0.492
HAPUR (PANCHSHEEL NAGAR),GARH MUKTESWAR,2022-23,0.506
HAPUR (PANCHSHEEL NAGAR),GARH MUKTESWAR,2023-24,0.513
HAPUR (PANCHSHEEL NAGAR),GARH MUKTESWAR,2024-25,0.567
HAPUR (PANCHSHEEL NAGAR),HAPUR,2022-23,0.602
HAPUR (PANCHSHEEL NAGAR),HAPUR,2023-24,0.619
HAPUR (PANCHSHEEL NAGAR),HAPUR,2024-25,0.593
HAPUR (PANCHSHEEL NAGAR),SIMBHAWALI,2022-23,0.557
HAPUR (PANCHSHEEL NAGAR),SIMBHAWALI,2023-24,0.59
HAPUR (PANCHSHEEL NAGAR),SIMBHAWALI,2024-25,0.534
HARDOI,AHIRORI,2022-23,0.507
HARDOI,AHIRORI,2023-24,0.543
HARDOI,AHIRORI,2024-25,0.515
HARDOI,AHIRORI,2025-26,0.486
HARDOI,BAWAN,2022-23,0.46
HARDOI,BAWAN,2023-24,0.452
HARDOI,BAWAN,2024-25,0.462
HARDOI,BAWAN,2025-26,0.44
HARDOI,BEHANDAR,2022-23,0.597
HARDOI,BEHANDAR,2023-24,0.582
HARDOI,BEHANDAR,2024-25,0.508
HARDOI,BEHANDAR,2025-26,0.466
HARDOI,BHARAWAN,2022-23,0.46
HARDOI,BHARAWAN,2023-24,0.436
HARDOI,BHARAWAN,2024-25,0.472
HARDOI,BHARAWAN,2025-26,0.505
HARDOI,BHARKHANI,2022-23,0.681
HARDOI,BHARKHANI,2023-24,0.678
HARDOI,BHARKHANI,2024-25,0.708
HARDOI,BHARKHANI,2025-26,0.703
HARDOI,BILGRAM,2022-23,0.762
HARDOI,BILGRAM,2023-24,0.644
HARDOI,BILGRAM,2024-25,0.642
HARDOI,BILGRAM,2025-26,0.757
HARDOI,HARIYAWAN,2022-23,0.418
HARDOI,HARIYAWAN,2023-24,0.418
HARDOI,HARIYAWAN,2024-25,0.394
HARDOI,HARIYAWAN,2025-26,0.391
HARDOI,HARPALPUR,2022-23,0.435
HARDOI,HARPALPUR,2023-24,0.492
HARDOI,HARPALPUR,2024-25,0.446
HARDOI,HARPALPUR,2025-26,0.439
HARDOI,KACHAUNA,2022-23,0.392
HARDOI,KACHAUNA,2023-24,0.437
HARDOI,KACHAUNA,2024-25,0.419
HARDOI,KACHAUNA,2025-26,0.393
HARDOI,KOTHAWAN,2022-23,0.44
HARDOI,KOTHAWAN,2023-24,0.502
HARDOI,KOTHAWAN,2024-25,0.562
HARDOI,KOTHAWAN,2025-26,0.5
HARDOI,MADHOGANJ,2022-23,0.529
HARDOI,MADHOGANJ,2023-24,0.607
HARDOI,MADHOGANJ,2024-25,0.54
HARDOI,MADHOGANJ,2025-26,0.532
HARDOI,MALLAWA,2022-23,0.57
HARDOI,MALLAWA,2023-24,0.507
HARDOI,MALLAWA,2024-25,0.438
HARDOI,MALLAWA,2025-26,0.432
HARDOI,PIHANI,2022-23,0.391
HARDOI,PIHANI,2023-24,0.402
HARDOI,PIHANI,2024-25,0.4
HARDOI,PIHANI,2025-26,0.44
HARDOI,SANDI,2022-23,0.492
HARDOI,SANDI,2023-24,0.479
HARDOI,SANDI,2024-25,0.459
HARDOI,SANDI,2025-26,0.537
HARDOI,SANDILA,2022-23,0.495
HARDOI,SANDILA,2023-24,0.52
HARDOI,SANDILA,2024-25,0.532
HARDOI,SANDILA,2025-26,0.601
HARDOI,SHAHABAD,2022-23,0.626
HARDOI,SHAHABAD,2023-24,0.692
HARDOI,SHAHABAD,2024-25,0.64
HARDOI,SHAHABAD,2025-26,0.536
HARDOI,SURSA,2022-23,0.47
HARDOI,SURSA,2023-24,0.416
HARDOI,SURSA,2024-25,0.385
HARDOI,SURSA,2025-26,0.431
HARDOI,TANDIYAWA,2022-23,0.391
HARDOI,TANDIYAWA,2023-24,0.415
HARDOI,TANDIYAWA,2024-25,0.381
HARDOI,TANDIYAWA,2025-26,0.377
HARDOI,TN.AR.  PIHANI,2022-23,1.0
HARDOI,TN.AR.  PIHANI,2023-24,1.0
HARDOI,TN.AR.  PIHANI,2024-25,1.0
HARDOI,TN.AR.  PIHANI,2025-26,1.0
HARDOI,TN.AR. HARDOI,2022-23,0.5
HARDOI,TN.AR. HARDOI,2023-24,0.5
HARDOI,TN.AR. HARDOI,2024-25,0.5
HARDOI,TN.AR. HARDOI,2025-26,0.5
HARDOI,TN.AR. SANDILA,2022-23,0.894
HARDOI,TN.AR. SANDILA,2023-24,0.808
HARDOI,TN.AR. SANDILA,2024-25,0.768
HARDOI,TN.AR. SANDILA,2025-26,0.775
HARDOI,TONDARPUR,2022-23,0.596
HARDOI,TONDARPUR,2023-24,0.633
HARDOI,TONDARPUR,2024-25,0.632
HARDOI,TONDARPUR,2025-26,0.641
HATHRAS,HASAYAN,2022-23,0.409
HATHRAS,HASAYAN,2023-24,0.451
HATHRAS,HASAYAN,2024-25,0.456
HATHRAS,HASAYAN,2025-26,0.468
HATHRAS,HATHRAS,2022-23,0.555
HATHRAS,HATHRAS,2023-24,0.602
HATHRAS,HATHRAS,2024-25,0.615
HATHRAS,HATHRAS,2025-26,0.564
HATHRAS,MURSAN,2022-23,0.519
HATHRAS,MURSAN,2023-24,0.53
HATHRAS,MURSAN,2024-25,0.612
HATHRAS,MURSAN,2025-26,0.59
HATHRAS,N.P. HATHRAS,2022-23,1.0
HATHRAS,N.P. HATHRAS,2023-24,1.0
HATHRAS,N.P. HATHRAS,2024-25,1.0
HATHRAS,N.P. HATHRAS,2025-26,1.0
HATHRAS,SADABAD,2022-23,0.447
HATHRAS,SADABAD,2023-24,0.525
HATHRAS,SADABAD,2024-25,0.498
HATHRAS,SADABAD,2025-26,0.51
HATHRAS,SAHPAU,2022-23,0.499
HATHRAS,SAHPAU,2023-24,0.473
HATHRAS,SAHPAU,2024-25,0.46
HATHRAS,SAHPAU,2025-26,0.453
HATHRAS,SASNI,2022-23,0.507
HATHRAS,SASNI,2023-24,0.592
HATHRAS,SASNI,2024-25,0.52
HATHRAS,SASNI,2025-26,0.51
HATHRAS,SIKANDRA RAO,2022-23,0.492
HATHRAS,SIKANDRA RAO,2023-24,0.517
HATHRAS,SIKANDRA RAO,2024-25,0.569
HATHRAS,SIKANDRA RAO,2025-26,0.53
JALAUN,DAKOR,2022-23,0.539
JALAUN,DAKOR,2023-24,0.548
JALAUN,DAKOR,2024-25,0.562
JALAUN,DAKOR,2025-26,0.532
JALAUN,JALAUN,2022-23,0.409
JALAUN,JALAUN,2023-24,0.452
JALAUN,JALAUN,2024-25,0.256
JALAUN,JALAUN,2025-26,0.333
JALAUN,KADAURA,2022-23,0.489
JALAUN,KADAURA,2023-24,0.509
JALAUN,KADAURA,2024-25,0.528
JALAUN,KADAURA,2025-26,0.54
JALAUN,KONCH,2022-23,0.515
JALAUN,KONCH,2023-24,0.536
JALAUN,KONCH,2024-25,0.55
JALAUN,KONCH,2025-26,0.617
JALAUN,KUTHAUND,2022-23,0.439
JALAUN,KUTHAUND,2023-24,0.398
JALAUN,KUTHAUND,2024-25,0.427
JALAUN,KUTHAUND,2025-26,0.504
JALAUN,MADHAUGADH,2022-23,1.0
JALAUN,MADHAUGADH,2023-24,1.0
JALAUN,MADHAUGADH,2024-25,1.0
JALAUN,MADHAUGADH,2025-26,1.0
JALAUN,MAHEVA,2022-23,0.607
JALAUN,MAHEVA,2023-24,0.611
JALAUN,MAHEVA,2024-25,0.595
JALAUN,MAHEVA,2025-26,0.583
JALAUN,NADIGAWN,2022-23,0.489
JALAUN,NADIGAWN,2023-24,0.445
JALAUN,NADIGAWN,2024-25,0.459
JALAUN,NADIGAWN,2025-26,0.513
JALAUN,RAMPURA,2022-23,0.65
JALAUN,RAMPURA,2023-24,0.626
