District,Block,School_ID,School_Name,Total_2223,Total_2324,Total_2425,Total_2526,Size_Tag,Size_Trend,Closure_Risk_Score,Closure_Risk_Tag
DEORIA,BHATNI,9600803917,RAJIYA U.M.V.BHARHE CHAURA,29,31,30,22,Micro School,Fluctuating,3,High Risk
DEORIA,DEORIA NAGAR KSHETRA,9601502902,GOVERMENT INTER COLLEGE DEORIA,1642,1606,1770,2110,Large School,Fluctuating,0,Safe
DEORIA,DEORIA NAGAR KSHETRA,9601502903,KASTUEBA RAJKIY GIRLS INTER COLLEGE DEORIA,1177,901,992,1014,Large School,Fluctuating,0,Safe
DEORIA,DESAHI DEORIA,9601802206,PT DEEN DAYAL UPADHYAY I C TILA TALI DESAHI DEORIA DEORIA,49,87,231,252,Medium School,Growing,0,Safe
DEORIA,GAURI BAZAR,9600108705,G.G.H.S. SCHOOL INDUPUR,244,221,174,207,Medium School,Fluctuating,0,Safe
DEORIA,GAURI BAZAR,9600102903,RAJKIY U.M.V.BAGAPAR,23,34,52,53,Small School,Growing,1,Monitor
DEORIA,GAURI BAZAR,9600109103,RAJKIY U.M.V.SAVANA  LAXMAN,102,75,74,80,Small School,Fluctuating,2,At Risk
DEORIA,LAR,9601404204,RAJKIY U.M.V.KUNDAULI,24,15,7,23,Micro School,Fluctuating,3,High Risk
DEORIA,PATTHRDEVA,9600503905,GOVT.H.S.SCHOOL MALGHOT BIRAICHA,37,32,25,22,Micro School,Getting Smaller,4,Critical
DEORIA,PATTHRDEVA,9600503804,R .UMV RAMPUR MAHUARI,114,94,61,47,Very Small,Getting Smaller,4,Critical
DEORIA,RUDRAPUR,9600706504,RAJKIY U.M.V.SILHATA,33,42,50,51,Small School,Growing,1,Monitor
DEORIA,RUDRAPUR,9600701103,RAJKIYA U.M.V.GONAH SURTPURA,13,14,7,11,Micro School,Fluctuating,3,High Risk
DEORIA,RUDRAPUR,9600700903,RAJKIYA U.M.V.NAKAEL,95,99,91,92,Small School,Fluctuating,1,Monitor
DEORIA,SALIMPUR,9600405612,GOVT. G. INTER COLLEGE,14,15,10,11,Micro School,Fluctuating,3,High Risk
ETAH,ALIGANJ,9170111309,CHAMPADEVI G.G.I.C. RAJA KA RAMPUR,483,462,458,458,Medium School,Getting Smaller,0,Safe
ETAH,ALIGANJ,9170102704,GOVERNMENT HIGH SCHOOL M.NAGAR BAJHERA,37,22,23,49,Very Small,Fluctuating,2,At Risk
ETAH,ALIGANJ,9170102705,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE M NAGAR BAJHERA ETAH,29,30,58,75,Small School,Growing,0,Safe
ETAH,AWAGARH,9170306407,GOVERNMENT HSS KUSAWA,80,79,50,50,Very Small,Getting Smaller,2,At Risk
ETAH,AWAGARH,9170307510,"GOVT. HIGH SCHOOL, KUSET",29,25,28,51,Small School,Fluctuating,1,Monitor
ETAH,AWAGARH,9170305106,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE ISAULI ETAH,174,196,221,241,Medium School,Growing,0,Safe
ETAH,ETAH (URBAN),9171602102,GOV. GIRLS INTER COLEEGE ETAH,902,778,628,591,Large School,Getting Smaller,2,At Risk
ETAH,ETAH (URBAN),9171602303,GOV. INTER COLLEGE ETAH,433,411,442,373,Medium School,Fluctuating,0,Safe
ETAH,JAITHARA,9170504504,GOVERNMENT HIGH SCHOOL LALPUR JAHANGIRABAD,30,15,7,22,Micro School,Fluctuating,3,High Risk
ETAH,JAITHARA,9170509104,GOVT INTER COLLEGE AMRATPUR RAGHUPUR JAITHRA,35,56,142,184,Small School,Growing,0,Safe
ETAH,JAITHARA,9170503009,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE MUIUDDINPUR ETAH,63,86,104,87,Small School,Fluctuating,0,Safe
ETAH,JALESAR,9170605204,GOVERNMENT HIGHSCHOOL MAHANMAI,106,99,81,81,Small School,Getting Smaller,2,At Risk
ETAH,JALESAR (URBAN),9171801702,RAJKIYA BALIKA INTER COLLAGE,818,690,793,690,Large School,Fluctuating,0,Safe
ETAH,MARHARA,9170807903,GOVT H.S NAGLA MANDHATI (SARNU),47,39,41,53,Small School,Fluctuating,1,Monitor
ETAH,MARHARA,9170806803,GOVT H.S.V ALAMPUR,67,53,48,60,Small School,Fluctuating,1,Monitor
ETAH,NIDHAULI KALAN,9170906602,G.G.I. COLLEGE BAKALPUR,196,203,221,218,Medium School,Fluctuating,0,Safe
ETAH,NIDHAULI KALAN,9170908304,GOVERNMENT GIRLS INTER COLLEGE RAM NAGAR,79,78,70,71,Small School,Fluctuating,1,Monitor
ETAH,NIDHAULI KALAN,9170900504,GOVERNMENT HSS ADHAPURA,37,33,35,52,Small School,Fluctuating,1,Monitor
ETAH,NIDHAULI KALAN,9170907404,GOVERNMENT HSS SHAH BAJPUR,25,23,30,51,Small School,Fluctuating,1,Monitor
ETAH,NIDHAULI KALAN,9170907704,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE GAHARANA ETAH,139,179,220,236,Medium School,Growing,0,Safe
ETAH,SAKEET,9171203106,"GOVT. HIGH SCHOOL, RIJOR",60,45,51,66,Small School,Fluctuating,1,Monitor
ETAH,SAKEET,9171207019,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE MALAWAN ETAH,99,105,150,157,Small School,Growing,0,Safe
ETAH,SHEETAL PUR,9171314101,GOV.GIRLS INTER COLLEGE,91,90,86,122,Small School,Fluctuating,0,Safe
ETAH,SHEETAL PUR,9171313404,GOVERNMENT HIGH SCHOOL KASON NIJAMPUR,76,65,66,73,Small School,Fluctuating,1,Monitor
ETAH,SHEETAL PUR,9171300114,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE JIRSIMI ETAH,294,398,429,414,Medium School,Fluctuating,0,Safe
ETAWAH,BARHPURA,9310500108,GOVT GIRLS INTER COLLEGE UDDI,342,335,324,287,Medium School,Getting Smaller,2,At Risk
ETAWAH,BHARTHANA,9310702406,GOVT UMV SAMASPURA ETAWA,95,82,105,101,Small School,Fluctuating,1,Monitor
ETAWAH,CHAKARNAGAR,9310800118,GOVT HIGH SCHOOL KANDESI DHAR,31,34,38,52,Small School,Growing,1,Monitor
ETAWAH,CHAKARNAGAR,9310800130,GOVT UMV IMLIA,57,44,51,60,Small School,Fluctuating,1,Monitor
ETAWAH,CHAKARNAGAR,9310800120,GOVT UPS JAUNANI,63,46,45,53,Small School,Fluctuating,2,At Risk
ETAWAH,CHAKARNAGAR,9310805804,GOVT.  INTER COLLEGE SINDAUS,154,151,158,171,Small School,Fluctuating,0,Safe
ETAWAH,CHAKARNAGAR,9310800116,GOVT. GIRLS INTER COLLEGE CHAKARNAGAR,309,249,308,303,Medium School,Fluctuating,0,Safe
ETAWAH,CHAKARNAGAR,9310804607,GOVT. HIGHER SECONDARY SCHOOL,257,247,280,288,Medium School,Fluctuating,0,Safe
ETAWAH,ETAWAH NAGAR CHETRA,9310903242,GOVT INTER COLLEGE ETAWAH,1481,1339,1119,984,Large School,Getting Smaller,2,At Risk
ETAWAH,ETAWAH NAGAR CHETRA,9310907904,GOVT. GIRLS INTER COLLEGE,1642,1622,1611,1447,Large School,Getting Smaller,1,Monitor
ETAWAH,JASWANT NAGAR,9310410922,GOVT GIRLS INTER COLLEGE JASWANT NAGAR,489,400,373,520,Large School,Fluctuating,0,Safe
ETAWAH,JASWANT NAGAR,9310410923,GOVT INTER COLLEGE DHARWAR ETAWAH,118,93,91,103,Small School,Fluctuating,0,Safe
ETAWAH,JASWANT NAGAR,9310410925,GOVT UPS BAUTH,55,55,50,65,Small School,Fluctuating,1,Monitor
ETAWAH,JASWANT NAGAR,9310410926,GOVT UPS BIBAMAU,50,54,84,71,Small School,Fluctuating,1,Monitor
ETAWAH,JASWANT NAGAR,9310401104,RAJIKIYA UCCATAR MADIMIK VIDHALYA  JASWANTNAGAR ,22,33,28,36,Very Small,Fluctuating,2,At Risk
ETAWAH,MAHEWA,9310201706,GOVT UMV LUDHIYANI,179,171,251,167,Small School,Fluctuating,1,Monitor
ETAWAH,SAIFAI,9310601706,AMITAB BACHCHAN GOVT. INTER COLLEGE SAIFAI,146,141,142,136,Small School,Fluctuating,0,Safe
ETAWAH,SAIFAI,9310601722,GOVT GIRLS INTER COLLEGE SAIFAI,293,285,288,274,Medium School,Fluctuating,0,Safe
ETAWAH,SAIFAI,9310601708,GOVT UPS HARCHANDERPUR,67,91,100,111,Small School,Growing,1,Monitor
ETAWAH,SAIFAI,9310601707,GOVT UPS NAGARIYA KUKPUR,48,43,43,59,Small School,Fluctuating,1,Monitor
ETAWAH,TAKHA,9310105506,GOVT. HIGHER SECONDARYSCHOOL,99,73,84,99,Small School,Fluctuating,1,Monitor
FAIZABAD,AMANIGANJ,9470103101,"GOVERNMENT BALIKA INTER COLLEGE, GAHNAG",45,47,70,100,Small School,Growing,0,Safe
FAIZABAD,AMANIGANJ,9470109407,GOVERNMENT HIGH SCHOOL MANUDEEH,128,75,60,90,Small School,Fluctuating,2,At Risk
FAIZABAD,AMANIGANJ,9470103603,GOVT GIRLS HIGHER SECONDARY SCHOOL,26,38,43,43,Very Small,Growing,2,At Risk
FAIZABAD,AYODHYA TOWN AREA,9471502405,"GGIC, FAIZABAD",1084,1072,1036,894,Large School,Getting Smaller,2,At Risk
FAIZABAD,AYODHYA TOWN AREA,9471501703,"RAJKIYA INTER COLLEGE, FAIZABAD",759,744,588,556,Large School,Getting Smaller,2,At Risk
FAIZABAD,AYODHYA TOWN AREA,9471300102,TULSI G.G.I.C. AYODHYA,479,456,411,372,Medium School,Getting Smaller,2,At Risk
FAIZABAD,BIKAPUR,9470200402,GOVERNMENT HIGH SCHOOL PURE NANDA TIWARI,67,70,84,84,Small School,Growing,1,Monitor
FAIZABAD,BIKAPUR,9470205405,GOVT.GIRLS HIGHER SEC. SCHOOL,90,93,91,105,Small School,Fluctuating,0,Safe
FAIZABAD,MASAUDHA,9470401503,GGIC GAUHANIYA,413,356,323,305,Medium School,Getting Smaller,2,At Risk
FAIZABAD,MAWAI,9470609301,GOVERENMENT HIGHER SECONDARY SCHOOL,63,66,65,82,Small School,Fluctuating,1,Monitor
FAIZABAD,MAWAI,9470607608,GOVT INTER COLLEGE SUNBA MAWAI AYODHYA,51,50,192,272,Medium School,Fluctuating,0,Safe
FAIZABAD,MAYA,9470711203,GOVERNMENT HIGH SCHOOL SCHOOL,21,27,27,28,Very Small,Growing,2,At Risk
FAIZABAD,MAYA,9470706504,"GOVERNMENT HIGHER SECONDARY SCHOOL, BENWA",48,42,61,101,Small School,Fluctuating,1,Monitor
FAIZABAD,MAYA,9470713301,"GOVERNMENT HIGHER SECONDARY SCHOOL, HARDI",32,24,22,47,Very Small,Fluctuating,2,At Risk
FAIZABAD,MAYA,9471400204,RAJKIYA BALIKA INTER COLLEGE,115,79,74,74,Small School,Getting Smaller,1,Monitor
FAIZABAD,MILKIPUR,9471201503,GOVERNMENT  SECONDARY SCHOOL KAHUA,69,60,51,76,Small School,Fluctuating,1,Monitor
FAIZABAD,MILKIPUR,9471207202,GOVERNMENT SECONDARY SCHOOL GARHA,55,65,101,132,Small School,Growing,1,Monitor
FAIZABAD,MILKIPUR,9471205909,GOVT INTER COLLEGE TAKSARA MILKIPUR AYODHYA,200,347,503,645,Large School,Growing,0,Safe
FAIZABAD,PURA,9470810609,GOVERNMENT HIGH SCHOOL BHADAULI,30,29,54,40,Very Small,Fluctuating,3,High Risk
FAIZABAD,RUDAULI,9472302403,GOVERNMENT GIRLS INTER COLLEGE,463,560,635,722,Large School,Growing,0,Safe
FAIZABAD,RUDAULI,9470910903,GOVERNMENT HIGH SCHOOL jamuniyamau,60,48,68,98,Small School,Fluctuating,1,Monitor
FAIZABAD,RUDAULI,9470907604,GOVERNMENT HIGHER SECONDARY,93,119,107,99,Small School,Fluctuating,1,Monitor
FAIZABAD,RUDAULI,9470902310,GOVT HIGH SCHOOL SUJAGANJ RUDAULI FAIZABAD,125,130,138,187,Small School,Growing,1,Monitor
FAIZABAD,SOHAWAL,9471004907,G.G.I.C. SALONIYA SOHAWAL,248,253,260,239,Medium School,Fluctuating,0,Safe
FAIZABAD,SOHAWAL,9471003511,GOVERNMENT HIGH SCHOOL SOURI,34,36,42,66,Small School,Growing,1,Monitor
FAIZABAD,TARUN,9471101610,G . G . H . S . SCHOOL,62,38,37,23,Micro School,Getting Smaller,4,Critical
FARRUKHABAD,KAMALGANJ,9290401204,RAJKIY BALIKA UMV,70,65,71,80,Small School,Fluctuating,1,Monitor
FARRUKHABAD,MOHAMDABAD,9290807807,RAJKEY UCHHTTAR MADHYAMIK VID VIHAR,85,81,73,99,Small School,Fluctuating,1,Monitor
FARRUKHABAD,NAG. KSH.FAR.BAD,9290703803,RAJKEY BALIKA INTER COLLEGE FATEHGARH,1584,1561,1395,1262,Large School,Getting Smaller,2,At Risk
FARRUKHABAD,NAG. KSH.FAR.BAD,9290700202,RAJKEY INTER COLLEGE  FARRUKHABAD,401,368,383,390,Medium School,Fluctuating,0,Safe
FARRUKHABAD,NAG. KSH.FAR.BAD,9290705325,RAJKEY INTER COLLEGE FATEHGARH,881,631,521,503,Large School,Getting Smaller,2,At Risk
FARRUKHABAD,NAWABGANJ,9290306206,RAM DARSHANI RAJKEEYA INTER COLLEGE,572,577,589,522,Large School,Fluctuating,0,Safe
FARRUKHABAD,RAJE PUR,9290505705,"Pt Deendayal Upadhyay Govt Model Inter College, Kankapur",172,174,202,209,Medium School,Growing,0,Safe
FARRUKHABAD,RAJE PUR,9290508608,RAJKIYA BALIKA INTER COLLEGE RAJEPUR,281,382,416,479,Medium School,Growing,0,Safe
FARRUKHABAD,RAJE PUR,9290510305,RAJKIYA UCHHTAR MADHYAMIK VIDYALYA KUMHRAUR RAJEPUR FARRUKHABAD,86,91,85,96,Small School,Fluctuating,1,Monitor
FARRUKHABAD,SHAMSABAD,9290209907,Pt Deendayal Upadhyay Govt Model Inter College Roshanabad,603,511,552,491,Medium School,Fluctuating,0,Safe
FATEHPUR,AIRAYAN,9421000105,PT D D U GOVT MODEL INTER COLLEGE AILAI,462,493,517,490,Medium School,Fluctuating,0,Safe
FATEHPUR,AIRAYAN,9421003603,RAJKIYE U.M.V. IJURA KHURD,75,54,34,40,Very Small,Fluctuating,3,High Risk
FATEHPUR,AMAULI,9420201204,RAJKIY UMV BABAI,32,28,37,56,Small School,Fluctuating,1,Monitor
FATEHPUR,AMAULI,9420201905,RAJKIYE H.S.BAMTHARA,24,7,30,50,Very Small,Fluctuating,1,Monitor
FATEHPUR,AMAULI,9420208603,RAJKIYE U.M.V.RITHWA,36,23,31,31,Very Small,Fluctuating,2,At Risk
FATEHPUR,ASHOTHAR,9420900402,RAJKIYA U.M.V.ADAMPUR SAIBSI,17,29,25,20,Micro School,Fluctuating,2,At Risk
FATEHPUR,ASHOTHAR,9420901704,RAJKIYE H.S.DEVLAN,73,67,73,73,Small School,Fluctuating,1,Monitor
FATEHPUR,ASHOTHAR,9420903008,RAJKIYE U M V KORRA KANAK,80,50,66,103,Small School,Fluctuating,1,Monitor
FATEHPUR,ASHOTHAR,9420905205,RAJKIYE UCHHTAR MADHYAMIK VIDALAY SARKANDI ASOTHER,48,37,32,43,Very Small,Fluctuating,2,At Risk
FATEHPUR,BAHUA,9420700923,Pt Deendayal Upadhyay Govt Model Inter College Bahua,577,522,470,507,Large School,Fluctuating,0,Safe
FATEHPUR,BAHUA,9420705004,RAJKIYE H.S.MAHNA,35,19,30,23,Micro School,Fluctuating,3,High Risk
FATEHPUR,BAHUA,9420701603,RAJKIYE U M V BIJHAULI,78,61,77,85,Small School,Fluctuating,1,Monitor
FATEHPUR,BAHUA,9420706802,RAJKIYE U M V CHAK QUAZIPUR,61,73,109,129,Small School,Growing,1,Monitor
FATEHPUR,BHITAURA,9420605504,Pt Deendayal Upadhyay Govt Model Inter College Latifpur,232,230,316,308,Medium School,Fluctuating,0,Safe
FATEHPUR,BHITAURA,9420603924,RAJKIYE BALIKA I.C.HUSAINGANJ,191,245,246,267,Medium School,Growing,0,Safe
FATEHPUR,BHITAURA,9420610905,RAJKIYE U.M.V.UDAI SARAI,173,184,185,201,Medium School,Growing,1,Monitor
FATEHPUR,DEOMAI,9420106903,RAJKIYE U M V PAHARIPUR,57,52,49,73,Small School,Fluctuating,1,Monitor
FATEHPUR,DEOMAI,9420101103,Rajkiy uchtar madyamik vidyalya bijauli,78,59,58,70,Small School,Fluctuating,1,Monitor
FATEHPUR,DHATA,9421300402,RAJKIYE U M V ARIYE,37,31,42,65,Small School,Fluctuating,1,Monitor
FATEHPUR,DHATA,9421304906,RAJKIYE U.M.VIDAYALAYA KOAT,65,56,63,76,Small School,Fluctuating,1,Monitor
FATEHPUR,DHATA,9421306804,RAJKIYE U.M.VIDAYALAYA RUHELLAPUR,43,68,89,91,Small School,Growing,1,Monitor
FATEHPUR,HASAWA,9420801105,Pt Deendayal Upadhyay Govt Model Inter College Daniyalpur,445,454,442,494,Medium School,Fluctuating,0,Safe
FATEHPUR,HASAWA,9420802509,RAJKIYE U M V KUSUMBHI,54,50,48,62,Small School,Fluctuating,1,Monitor
FATEHPUR,HASAWA,9420805605,RAJKIYE U M V TEEKAR,114,91,94,122,Small School,Fluctuating,1,Monitor
FATEHPUR,HASAWA,9420801505,RAJKIYE U.M.VIDAYALAYA EKARI,75,54,70,103,Small School,Fluctuating,1,Monitor
FATEHPUR,HATHGAOM,9421201105,PT.DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE AMILIHAPAL,266,297,362,436,Medium School,Growing,0,Safe
FATEHPUR,HATHGAOM,9421207004,RAJKIYE U M V MOHAMMADABAD,100,81,81,103,Small School,Fluctuating,1,Monitor
FATEHPUR,HATHGAOM,9421200704,RAJKIYE U.M.VIDAYALAYE AKBARPUR CHAURAI,238,217,215,273,Medium School,Fluctuating,1,Monitor
FATEHPUR,KHAJUHA,9420309505,GOV HIGHSCHOOOL SIJAULI FATEHPUR,19,15,26,34,Very Small,Fluctuating,2,At Risk
FATEHPUR,KHAJUHA,9420300108,RAJKIYE U M V AJMATPUR,148,107,84,87,Small School,Fluctuating,2,At Risk
FATEHPUR,KHAJUHA,9420303007,RAJKIYE U M V LALPUR DARAUTA,78,63,68,73,Small School,Fluctuating,1,Monitor
FATEHPUR,MALAWAN,9420413105,GOV. HIGHER SECOUNDRY SCHOOL LAHANGI,34,28,34,55,Small School,Fluctuating,1,Monitor
FATEHPUR,MALAWAN,9420410514,GOVT. H.S SCHOOL DEEGH,75,62,68,56,Small School,Fluctuating,2,At Risk
FATEHPUR,MALAWAN,9420413416,RAJKIYE BALIKA I.C.MALWA,325,286,316,369,Medium School,Fluctuating,0,Safe
FATEHPUR,MALAWAN,9420419403,RAJKIYE U M V SIKRODHI,38,28,35,53,Small School,Fluctuating,1,Monitor
FATEHPUR,MALAWAN,9420404106,RAJKIYE UCCHTAR MADHMIK VIDYALAY CHAKKI,139,122,118,120,Small School,Fluctuating,1,Monitor
FATEHPUR,NAGAR BINDKI,9420400103,RAJAKI BALIKA INTER COLLAGE BINDAKI,950,846,941,1002,Large School,Fluctuating,0,Safe
FATEHPUR,NAGAR FATEHPUR,9421402518,G.G.I.C.,902,833,879,841,Large School,Fluctuating,0,Safe
FATEHPUR,NAGAR FATEHPUR,9421401917,G.I.C. FATEHPUR,884,1030,1027,940,Large School,Fluctuating,0,Safe
FATEHPUR,NAGAR FATEHPUR,9421400627,RAJKIYE U.M.VIDAYALAYE ANDULI,31,30,15,15,Micro School,Getting Smaller,3,High Risk
FATEHPUR,TELIYANI,9420500305,Pt Deendayal Upadhyay Govt Model Inter College Aladatpur,201,202,235,287,Medium School,Growing,0,Safe
FATEHPUR,TELIYANI,9420506904,RAJKIYE BALIKA I.C. SAHILI,217,305,326,347,Medium School,Growing,0,Safe
FATEHPUR,TELIYANI,9420506703,RAJKIYE U M V RAWATPUR,53,20,70,128,Small School,Fluctuating,1,Monitor
FATEHPUR,TELIYANI,9420505203,RAJKIYE U.M.V.MANSOORMODHANPUR,65,48,60,62,Small School,Fluctuating,1,Monitor
FATEHPUR,VIJAIPUR,9421110905,RAJKIYE I.C.ARJUNPUR GADHA,508,669,761,872,Large School,Growing,0,Safe
FATEHPUR,VIJAIPUR,9421108504,RAJKIYE U M V SITHIYANI,35,11,25,52,Small School,Fluctuating,1,Monitor
FATEHPUR,VIJAIPUR,9421109205,RAJKIYE U M V TENI,112,84,99,112,Small School,Fluctuating,1,Monitor
FIROZABAD,ARAWN,9160700106,GOVT. HIGH SCHOOL KARHARA,71,56,55,67,Small School,Fluctuating,1,Monitor
FIROZABAD,ARAWN,9160708103,GOVT. HIGH SCHOOL KARIKHEDA 1392,84,69,77,90,Small School,Fluctuating,1,Monitor
FIROZABAD,ARAWN,9160704005,GOVT. HIGH SCHOOL NASUPUR SANJAITI 1393,24,27,19,25,Micro School,Fluctuating,2,At Risk
FIROZABAD,ARAWN,9160702904,GOVT. HIGH SCHOOL SOTHARA,125,98,106,99,Small School,Fluctuating,2,At Risk
FIROZABAD,EKA,9160908003,GOVT. HIGH SCHOOL BATOLAR 1381,35,29,26,31,Very Small,Fluctuating,2,At Risk
FIROZABAD,EKA,9160908206,GOVT. HIGH SCHOOL KONDRA,48,30,38,75,Small School,Fluctuating,1,Monitor
FIROZABAD,EKA,9160911107,GOVT. HIGH SCHOOL NAGLA KHEDA,32,27,36,43,Very Small,Fluctuating,3,High Risk
FIROZABAD,FIROZABAD,9160100903,GOVT. HIGH SCHOOL BASAI MUHAMMAD PUR,72,73,90,111,Small School,Growing,1,Monitor
FIROZABAD,FIROZABAD,9160108003,GOVT. HIGH SCHOOL DABRAI 1361,206,181,191,195,Small School,Fluctuating,1,Monitor
FIROZABAD,JASRANA,9160800112,GOVT. GIRLS INTER COLLEGE JASRANA 1067,563,605,653,541,Large School,Fluctuating,0,Safe
FIROZABAD,JASRANA,9160801403,GOVT. HIGH SCHOOL NAGLA PATTI 1522,71,44,52,79,Small School,Fluctuating,1,Monitor
FIROZABAD,KHAIRGARH,9160502805,GOVT. HIGH SCHOOL BARTHARA,37,55,53,47,Very Small,Fluctuating,2,At Risk
FIROZABAD,MADANPUR,9160610502,GOVT. GIRLS INTER COLLEGE NAGAL BALL MADANPUR FZD 1524,119,110,96,128,Small School,Fluctuating,0,Safe
FIROZABAD,MADANPUR,9160600306,GOVT. HIGH SCHOOL NAGLA KESARI,83,41,65,68,Small School,Fluctuating,2,At Risk
FIROZABAD,NARKHI,9161200106,GOVT. HIGH SCHOOL NARKHI 1396,87,65,77,110,Small School,Fluctuating,1,Monitor
FIROZABAD,SHIKOHABAD,9160202503,GOVT. INTER COLLEGE NASIRPUR,491,419,345,337,Medium School,Getting Smaller,2,At Risk
FIROZABAD,TUNDLA,9160311004,GOVT. GIRLS INTER COLLEGE 1014,1067,987,980,967,Large School,Getting Smaller,1,Monitor
FIROZABAD,TUNDLA,9160300304,GOVT. HIGH SCHOOL DHIRPURA,70,46,33,35,Very Small,Fluctuating,3,High Risk
FIROZABAD,TUNDLA,9160314203,GOVT. HIGH SCHOOL NAGLA PAR 1380,66,55,67,76,Small School,Fluctuating,1,Monitor
FIROZABAD,TUNDLA,9160301603,"GOVT. HIGH SCHOOL NIYAMATPUR, TUNDLA 1382",100,108,112,105,Small School,Fluctuating,1,Monitor
FIROZABAD,TUNDLA,9160304204,GOVT.HIGH SCHOOL THAR BALDI,62,61,88,121,Small School,Fluctuating,1,Monitor
GAUTAM BUDDHA NAGAR,DADRI,9100203403,RAJKIYA GHS SHADIPUR CHHIDOULI,86,103,109,111,Small School,Growing,1,Monitor
GAUTAM BUDDHA NAGAR,DANKAUR,9100309607,GOVT HIGHER SEC. SCH. SALEMPUR GURJAR,140,132,127,174,Small School,Fluctuating,1,Monitor
GAUTAM BUDDHA NAGAR,DANKAUR,9100313807,PT D U GOVT MODEL INTER COLLEGE CHITI,344,303,303,318,Medium School,Fluctuating,0,Safe
GAUTAM BUDDHA NAGAR,VISRAKH,9100110913,G I C  SECTOR 12 NOIDA,1296,1103,1297,1537,Large School,Fluctuating,0,Safe
GAUTAM BUDDHA NAGAR,VISRAKH,9100110513,GOVT GIRLS INTER COLLEGE HOSHYARPUR,1987,1623,2010,2245,Large School,Fluctuating,0,Safe
GAUTAM BUDDHA NAGAR,VISRAKH,9100101804,MAYAWATI GOVT. GIRLS INTER COLLEGE,1020,1074,1177,1093,Large School,Fluctuating,0,Safe
GAUTAM BUDDHA NAGAR,VISRAKH,9100109906,RAJKIYA UMV CHJARSI,343,290,329,380,Medium School,Fluctuating,1,Monitor
GHAZIABAD,BHOJPUR,9090404624,GOVT GIRLS INTER COLLEGE KALCHINA,489,474,482,504,Large School,Fluctuating,0,Safe
GHAZIABAD,BHOJPUR,9090404619,GOVT HIG SEC NAHALI,108,102,109,102,Small School,Fluctuating,1,Monitor
GHAZIABAD,BHOJPUR,9090402603,GOVT HIGER SEC VIDAYAL ATAROLI,67,56,69,65,Small School,Fluctuating,1,Monitor
GHAZIABAD,BHOJPUR,9090406112,GOVT INTER COLLEGE TYODI,236,238,313,276,Medium School,Fluctuating,0,Safe
GHAZIABAD,BHOJPUR,9090404504,GOVT. INTER COLLEGE MACHRI,30,68,87,107,Small School,Growing,0,Safe
GHAZIABAD,GHAZIABAD (MUN.AREA),9090900508,GOVT BALIKA INTER COLLEGE VIJAYNAGAR,3429,2955,3726,3688,Large School,Fluctuating,0,Safe
GHAZIABAD,GHAZIABAD (MUN.AREA),9090900315,RAJKIYA  INTER  COLLEGE NAND GRAM,1023,1023,929,802,Large School,Getting Smaller,0,Safe
GHAZIABAD,MURAD NAGAR,9090302013,GOVT HIGHER SEC VIDYALAY MATOOR,85,98,89,79,Small School,Fluctuating,1,Monitor
GHAZIABAD,RAZAPUR,9090201104,GOVT HIGER SEC SCHOOL,205,206,255,245,Medium School,Fluctuating,1,Monitor
GHAZIABAD,RAZAPUR,9090200110,GOVT HIGH SCHOOL NOORPUR,125,112,114,112,Small School,Fluctuating,1,Monitor
GHAZIPUR,BHADAURA,9650102009,GOVT.G.I.C.DILDARNAGAR,36,67,107,215,Medium School,Growing,0,Safe
GHAZIPUR,BHADAURA,9650102414,GOVT.G.I.C.GAHMAR,30,38,41,85,Small School,Growing,0,Safe
GHAZIPUR,BHAWARCOL,9651303003,GOVT. GIRLS U.M.V. GODI,48,54,71,86,Small School,Growing,1,Monitor
GHAZIPUR,BHAWARCOL,9651302809,GOVT. GIRLS U.M.V. KANUWAN,35,35,52,58,Small School,Growing,1,Monitor
GHAZIPUR,BIRNO,9650500915,GOVT. HIGH SCHOOL BIRNO GHAZIPUR,251,181,124,136,Small School,Fluctuating,1,Monitor
GHAZIPUR,BIRNO,9650506404,GOVT. U.M.V. BAHLOLPUR,41,30,40,47,Very Small,Fluctuating,2,At Risk
GHAZIPUR,DEOKALI,9650800212,GOVERNMENT GIRLS INTER COLLEGE,83,80,82,88,Small School,Fluctuating,0,Safe
GHAZIPUR,DEOKALI,9650804204,GOVT. U.M.V. BHIKKHEPUR,28,25,12,45,Very Small,Fluctuating,2,At Risk
GHAZIPUR,DEOKALI,9650808506,RAJKIYA ASHRAM PADDHATI BALIKA VIDYALAYA,135,186,154,164,Small School,Fluctuating,0,Safe
GHAZIPUR,GHAZIPUR SADAR,9650302407,GOVT. U.M.V. BAYEPUR DEVKALI,57,60,75,77,Small School,Growing,1,Monitor
GHAZIPUR,KARANDA,9650404614,GOVT. GIRLS U.M.V. SAHERI,50,47,64,71,Small School,Fluctuating,1,Monitor
GHAZIPUR,KARANDA,9650402504,GOVT. U.M.V. KATARIYA,182,172,178,178,Small School,Fluctuating,1,Monitor
