District,Block,School_ID,School_Name,Total_2223,Total_2526,Overall_Growth_pct,Risk_Score,Risk_Level,Decline_flag,Severe_Decline_flag,Low_Continuity_flag,Wide_Enroll_Spread_flag,Low_Enrollment_flag,Volatile_flag,Girls_Decline_flag,Gender_Imbalance_flag,Weak_Continuity_flag,Small_School_flag
BALRAMPUR,BALRAMPUR,9522405303,GOVI  SEC SCH MIRZAPUR,178.0,139,-21.91,5,MEDIUM RISK,No,Yes,No,No,No,Yes,Yes,Yes,No,No
MEERUT,MAWANA,9070902305,GOVT. HIGH SCHOOL KAUL,32.0,35,9.38,5,MEDIUM RISK,No,No,No,No,Yes,No,Yes,Yes,No,Yes
MEERUT,MAWANA,9070905303,GOVT. HIGH SCH. TATEENA,25.0,40,60.0,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
CHITRAKOOT,MANIKPUR,9410506109,GOVT. HIGH SCHOOL ELHA,19.0,35,84.21,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
CHANDAULI,SHAHABGANJ,9660608003,GHS MUSAKHAND,143.0,118,-17.48,5,MEDIUM RISK,No,Yes,No,No,No,Yes,Yes,Yes,No,No
CHANDAULI,NAUGARH,9660900503,GHS LAUWARI KALA,48.0,44,-8.33,5,MEDIUM RISK,No,No,No,No,Yes,No,Yes,Yes,No,Yes
CHANDAULI,NAUGARH,9660902003,GHS GOLABAD,186.0,125,-32.8,5,MEDIUM RISK,No,Yes,No,No,No,Yes,Yes,Yes,No,No
SHAHJAHANPUR,SINDHAULI,9220505205,RAJKIYE UMV BILANDPUR GADDIPUR,122.0,108,-11.48,5,MEDIUM RISK,Yes,No,No,No,No,No,Yes,Yes,No,No
SHAHJAHANPUR,NIGOHI,9220401603,RAJKIYE U.M. VIDHALYA BARILAL PUR SHAHJAHNAPUR,68.0,60,-11.76,5,MEDIUM RISK,No,No,No,No,Yes,Yes,Yes,Yes,No,No
BANDA,JASPURA,9400801005,GOVT HIGH SCH. BAREHTA,151.0,126,-16.56,5,MEDIUM RISK,No,Yes,No,No,No,Yes,Yes,Yes,No,No
SHAHJAHANPUR,KALAN,9221002502,G.H.S.HATHINI NAGARIYA,17.0,34,100.0,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
SHAHJAHANPUR,JALALABAD,9220309803,RAJKIYE UCHTAR M.V. KAKRALA,194.0,120,-38.14,5,MEDIUM RISK,No,Yes,No,No,No,Yes,Yes,Yes,No,No
MORADABAD,THAKURDWARA,9041201241,GOVT INTER COLLEGE THAKURDWARA,144.0,112,-22.22,5,MEDIUM RISK,No,Yes,No,No,No,Yes,Yes,Yes,No,No
MORADABAD,MUNDAPANDAY,9040903303,GOVT.HIGH SCHOOL VEERPUR BATIYAR,83.0,74,-10.84,5,MEDIUM RISK,No,No,No,No,Yes,Yes,Yes,Yes,No,No
MORADABAD,MORADABAD CITY BOYS,9041505401,GOVERNMENT INTER COLLEGE,546.0,391,-28.39,5,MEDIUM RISK,No,Yes,No,No,No,Yes,Yes,Yes,No,No
MORADABAD,KUNDERKI,9040700605,RAJKIYA BALIKA HIGH SCHOOL HUSSAINPUR CHIRAWALI,221.0,136,-38.46,5,MEDIUM RISK,No,Yes,No,No,No,Yes,Yes,Yes,No,No
BALLIA,GARWAR,9631103806,RAJKIYA UPS JAGDISHPUR,61.0,54,-11.48,5,MEDIUM RISK,No,No,No,No,Yes,Yes,Yes,Yes,No,No
SHRAWASTI,HARIHARPUR RANI,9510208303,RAJKIYA HIGH SCHOOL BANSKUDI,26.0,41,57.69,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
BALRAMPUR,REHRA BAZAR,9522806805,GOVT HIGH SCHOOL RUDHAULI BUZURG,45.0,47,4.44,5,MEDIUM RISK,No,No,No,No,Yes,No,Yes,Yes,No,Yes
MIRZAPUR,HALIA,9690203008,GOVT. HIGH SCHOOL PATEHRA,20.0,31,55.0,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
CHANDAULI,CHAKIYA,9660203305,GHS GAYGHAT,31.0,44,41.94,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
BULANDSHAHR,DANPUR,9110303603,GOVT HS KANHERA,75.0,90,20.0,5,MEDIUM RISK,No,No,No,No,Yes,Yes,Yes,Yes,No,No
BULANDSHAHR,DANPUR,9110302703,GOVT HS AIDALPUR,28.0,33,17.86,5,MEDIUM RISK,No,No,No,No,Yes,No,Yes,Yes,No,Yes
MIRZAPUR,MAJHAWA,9691005503,GOVT. HIGH SCHOOL GOTWAN,92.0,78,-15.22,5,MEDIUM RISK,No,Yes,No,No,Yes,No,No,Yes,No,No
BULANDSHAHR,AGAUTA,9113103504,GOVT HS LUHARLI,18.0,41,127.78,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
BUDAUN,USAWAN,9190903606,"GOVT. HIGH SCHOOL, BHUNDI",188.0,143,-23.94,5,MEDIUM RISK,No,Yes,No,No,No,Yes,Yes,Yes,No,No
CHANDAULI,BARAHANI,9660703804,GHS KHAJARA,19.0,46,142.11,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
CHANDAULI,BARAHANI,9660701103,GHS KANDAWA,22.0,49,122.73,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
BULANDSHAHR,JAHAGIRABAD,9111200903,RAJKIYA HIGH SCH KOTHERA,25.0,44,76.0,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
BALRAMPUR,REHRA BAZAR,9522804908,"RAJKIYA UCCHATAR MADHYAMIC VIDYALAYA, SAHJAURA, REHRA BAZAR",197.0,160,-18.78,5,MEDIUM RISK,No,Yes,No,No,No,Yes,Yes,Yes,No,No
MORADABAD,BHAGATPUR TANDA,9040200118,GOVERNMENT INTER COLLEGE,371.0,254,-31.54,5,MEDIUM RISK,No,Yes,No,No,No,Yes,Yes,Yes,No,No
MORADABAD,BHAGATPUR TANDA,9040200606,GOVERNMENT HIGH SCHOOL RANI NAGAL,72.0,66,-8.33,5,MEDIUM RISK,No,No,No,No,Yes,Yes,Yes,Yes,No,No
RAE BARELI,HARCHANDPUR,9280302402,"GOVT. INTER COLLAGE, TERA BAROULA",302.0,230,-23.84,5,MEDIUM RISK,No,Yes,No,No,No,Yes,Yes,Yes,No,No
SANT KABIR NAGAR,SEMARINYAVA,9561701021,GOVT HIGH SCHOOL AGAYA SEMARIYAWA SANT KABIR NAGAR,,45,,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
SANT KABIR NAGAR,SANTHA,9562201703,GOVT HIGH SCHOOL MOTIPUR SANTHA SANT KABIR NAGAR,,13,,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
SANT KABIR NAGAR,BAGHAULI,9561622603,GOVT HIGH SCHOOL NAUDAND BAGHAULI SANT KABIR NAGAR,,16,,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
GHAZIABAD,BHOJPUR,9090404003,RAJKIYE HIGHSCHOOL HUSSAINPUR DEELNA,,25,,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
MORADABAD,BILARI,9040308604,GOVERNMENT HIGH SCHOOL SIHALI MALA ,,45,,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
MORADABAD,BILARI,9040317305,GOVERNMENT HIGHSCHOOL NAMENI GADDI,,27,,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Yes
AGRA,JAGNER,9150802603,RAJKIYA HIGH SCHOOL RICHOHA,48.0,70,45.83,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
MORADABAD,KUNDERKI,9040704014,GOVERNMENT HIGH SCHOOL MAHMOODPUR MAFI,,66,,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
ALIGARH,KHAIR,9120805602,RAJKEYA  INTER COLLEGE  AHROLA KHAIR,169.0,134,-20.71,4,MEDIUM RISK,No,Yes,No,No,No,No,Yes,Yes,No,No
ALIGARH,JAWAN,9120601315,GOVERNTMENT INTER COLLEGE BARAULI,55.0,85,54.55,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
JYOTIBA PHULE NAGAR (AMROHA),AMROHA,9061809103,RAJKIYA HIGH SCHOOL HASANPUR KATIA,66.0,59,-10.61,4,MEDIUM RISK,No,No,No,No,Yes,No,Yes,Yes,No,No
JHANSI,GURSARAI,9360600903,RAJKIYE INTER COLLEGE KHADOURA,159.0,135,-15.09,4,MEDIUM RISK,No,Yes,No,No,No,No,Yes,Yes,No,No
JHANSI,BANGRA,9360308307,GOVT. HIGH SCHOOL-MAGARPUR,379.0,316,-16.62,4,MEDIUM RISK,No,Yes,No,No,No,No,Yes,Yes,No,No
JHANSI,BAMORE,9360207503,GOVT. HIGH SCHOOL-AHARAURA,41.0,53,29.27,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
BASTI,BAHADURPUR,9550108107,GOVT HR SEC BEILI BAHADURPUR,42.0,79,88.1,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
BAREILLY,SHERGARH,9200907808,GOVT. HIGH SCHOOL BALLI,36.0,52,44.44,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
PRAYAGRAJ,MANDA,9451606902,GOVT. INTER COLLEGE,1475.0,1146,-22.31,4,MEDIUM RISK,No,Yes,No,No,No,No,Yes,Yes,No,No
PRAYAGRAJ,KORAON,9451004607,RAJKIYA U.M.V. SANSAR PUR,53.0,85,60.38,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
PRAYAGRAJ,HANDIA,9452004803,RAJKIYA U.M.V.,64.0,61,-4.69,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
JAUNPUR,SUITHA KALA,9642001008,GOVT. H.S. SEWAYAN,54.0,64,18.52,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
JAUNPUR,SUITHA KALA,9642006006,GOVT. H.S. SARAI MOHUDDINPUR,59.0,59,0.0,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
JAUNPUR,SIRKONI,9640123704,GOVT. HIGH SCHOOL SURHURPUR,26.0,28,7.69,4,MEDIUM RISK,No,No,No,No,Yes,No,No,Yes,No,Yes
JAUNPUR,SIKRARA,9640203505,GOVT. H.S. SIKANDRA,44.0,56,27.27,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
JAUNPUR,DHARMAPUR,9640303803,GOVT. H.S. UTTARGAWAN,42.0,62,47.62,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
SHAMLI (PRABUDH NAGAR),KANDHLA,9740705403,RAJKIYA INTER COLLEGE KHERA KURTAN,195.0,155,-20.51,4,MEDIUM RISK,No,Yes,No,No,No,No,Yes,Yes,No,No
BALRAMPUR,TULSIPUR,9522006204,"GOVT. UCCHATAR MADHYMIC VIDYALAYA, HARHATA, TULSIPUR",195.0,158,-18.97,4,MEDIUM RISK,No,Yes,No,No,No,No,Yes,Yes,No,No
BALRAMPUR,TULSIPUR,9522004203,"GOVT. UCCATAR MADHYAMIC VIDYALAYA RAMGARH MAITAHAWA, BALRAMPUR",40.0,58,45.0,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
SHAHJAHANPUR,JAITIPUR,9220203605,RAJKIYE U.M. VIDHAYALAY SHANKAR PITRAI JAITUPUR,63.0,67,6.35,4,MEDIUM RISK,No,No,No,No,Yes,No,Yes,Yes,No,No
MIRZAPUR,SEEKHAR,9690102203,GOVT. HIGH SCHOOL KHANPUR,50.0,95,90.0,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
MIRZAPUR,RAJGARH,9690611503,GOVT. U.M.V. DHAURAHA,79.0,86,8.86,4,MEDIUM RISK,No,No,No,No,Yes,No,Yes,Yes,No,No
MIRZAPUR,RAJGARH,9690604903,GOVT. H.S.S. KHAMHVA JAMTEE,49.0,83,69.39,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
BULANDSHAHR,DEBAI,9110801803,"RAJKIYA HIGH SCHOOL, BADARPUR",47.0,51,8.51,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
BULANDSHAHR,DANPUR,9110300211,GOVT. JHS AKARWAS,34.0,68,100.0,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
MORADABAD,MUNDAPANDAY,9040909307,GOVERNMENT HIGHSCHOOL SAHRIYA,,77,,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
MORADABAD,MORADABAD,9040802404,GOVERNMENT HIGHSCHOOL UMRI,,51,,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
MORADABAD,MORADABAD,9040804505,GOVERNMENT HIGHSCHOOL ISLAM NAGAR,,77,,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
AGRA,FATEHABAD,9151104603,GHS NANDAPURA,35.0,36,2.86,4,MEDIUM RISK,No,No,No,No,Yes,No,No,Yes,No,Yes
BAREILLY,FARIDPUR,9201506103,GOVT. HIGH SCHOOL KARTAULI,40.0,86,115.0,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
RAE BARELI,NAGAR SHETRA (RBL),9282206102,SRI K.B. SHINHA GOVT. GIRLS INTER COLLEGE,740.0,630,-14.86,4,MEDIUM RISK,Yes,No,No,No,No,No,Yes,No,No,No
RAE BARELI,JAGATPUR,9281100109,"GOVT. HIGHER SECONDARY SCHOOL, JAGATPUR",59.0,85,44.07,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
CHANDAULI,BARAHANI,9660701402,GHS NOORI,35.0,52,48.57,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
CHANDAULI,BARAHANI,9660705803,GHS DAITHA,58.0,52,-10.34,4,MEDIUM RISK,No,No,No,No,Yes,No,Yes,Yes,No,No
BULANDSHAHR,UCHAGAON,9110500504,GOVT HS FAREEDA BANGAR,33.0,62,87.88,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
BULANDSHAHR,SYNA,9110601106,RAJKIYA UMV MAKADI,25.0,51,104.0,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
BULANDSHAHR,SIKANDRABAD,9111511303,RAJKIYA UMV NAI BASTI,57.0,85,49.12,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
BULANDSHAHR,SHIKARPUR,9110204003,RAJKIYA HIGH SCHOOL,22.0,57,159.09,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
BULANDSHAHR,SHIKARPUR,9110201603,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE JAKHAITA,38.0,94,147.37,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
BULANDSHAHR,PAHASU,9111409604,RAJKIYA HIGH SCHOOL ALLI MUBARAK PUR,21.0,25,19.05,4,MEDIUM RISK,No,No,No,No,Yes,No,No,Yes,No,Yes
BULANDSHAHR,JAHAGIRABAD,9111201504,RAJKIYA HIGH SCH DHAKROLI,51.0,70,37.25,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
MIRZAPUR,LALGANJ,9690304105,GOVT. HIGH SCHOOL TILAON,35.0,83,137.14,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
MIRZAPUR,KONE,9690702504,GOVT. HIGH SCHOOL BHOGAON,52.0,82,57.69,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
BALLIA,RASARA,9630302403,RAJKIYA UPS ATHILA,80.0,72,-10.0,4,MEDIUM RISK,No,No,No,No,Yes,No,Yes,Yes,No,No
SHAMLI (PRABUDH NAGAR),OON,9740905803,RAJKIYA HIGH SCHOOL JAIN PUR,26.0,51,96.15,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
SHAMLI (PRABUDH NAGAR),OON,9740910723,PANDIT DEEN DAYAL UPADHYAY RAJKIYA MODEL INTER COLLEGE OON SHAMLI,45.0,59,31.11,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
SHAMLI (PRABUDH NAGAR),OON,9740901211,GOVT. HIGH SCHOOL DATHERA,35.0,54,54.29,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
SHAMLI (PRABUDH NAGAR),OON,9740901906,GOVT HIGHER SECONDARY SCHOOL TODA,32.0,51,59.38,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
MIRZAPUR,HALIA,9690206307,GOVT. U.M.V. BARAUNDHA,78.0,86,10.26,4,MEDIUM RISK,No,No,No,No,Yes,No,Yes,Yes,No,No
MIRZAPUR,HALIA,9690204213,GOVT. HIGH SCHOOL DRAMAND GANJ,33.0,51,54.55,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
MIRZAPUR,CHHANBEY,9690509703,GOVT. HIGH SCHOOL NADINI,25.0,61,144.0,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
MIRZAPUR,CHHANBEY,9690503904,GOVT. HIGH SCHOOL JASA BAGHAURA,35.0,58,65.71,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
BULANDSHAHR,DANPUR,9110300104,GOVT. GIRLS INTER COLLEGE,27.0,44,62.96,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,No,No,Yes
BULANDSHAHR,BULANDSHAHR,9110104703,RAJKIYA INTER COLLEGE,184.0,162,-11.96,4,MEDIUM RISK,No,No,No,Yes,No,No,Yes,Yes,No,No
BULANDSHAHR,BULANDSHAHR,9110105403,RAJKIYA HIGH SCH KAJAMPUR DEVLI,97.0,99,2.06,4,MEDIUM RISK,No,No,No,No,Yes,No,Yes,Yes,No,No
MIRZAPUR,NAGAR,9691408507,GOVT. HIGH SCHOOL MAHUARI KALA,43.0,76,76.74,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
MIRZAPUR,NAGAR,9691407303,GOVT. HIGH SCHOOL DULLAHPUR,46.0,70,52.17,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
MORADABAD,BILARI,9040300103,GOVT.HIGH SCHOOL SAFILPUR,48.0,76,58.33,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
BULANDSHAHR,B.B.NAGAR,9110703906,RAJKIYA HIGH SCH MADONA,43.0,71,65.12,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
BULANDSHAHR,ARNIA,9110403708,RAJKIYA UMV AGHORA,64.0,89,39.06,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
BUDAUN,WAZEERGANJ,9191205310,"GOVT. HS SCHOOL,NAULI HARNATHPUR",34.0,50,47.06,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
MORADABAD,BILARI,9040301511,GOVERNMENT INTER COLLEGE THANWLA BILARI MORADABAD,61.0,88,44.26,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
SHAMLI (PRABUDH NAGAR),KAIRANA,9740800806,GOVT HIGH SCHOOL PAWATI KALAN SHAMLI,41.0,55,34.15,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
CHANDAULI,CHAHANIYA,9660302802,GHS KURAHANA,51.0,83,62.75,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
MEERUT,ROHTA,9070503303,GOVT. H S DUNGAR,45.0,68,51.11,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
CHANDAULI,NAUGARH,9660900802,GHS JAMASOT,55.0,59,7.27,4,MEDIUM RISK,No,No,No,No,Yes,No,Yes,Yes,No,No
SHAHJAHANPUR,TILHAR,9220802902,RAJKIYE U.M. VIDHALAYA DHAKIA RAGHA TILHAR,51.0,70,37.25,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
SHAHJAHANPUR,NIGOHI,9220402903,G.H.S. PARSAUNA KHALILPUR,59.0,75,27.12,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
BANDA,BABERU,9400502708,GOVT. HIGH SCH. SAMGARA,59.0,93,57.63,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
SANT KABIR NAGAR,NATHNAGAR,9562007409,GOVT. UMV MAHULI,38.0,68,78.95,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
SANT KABIR NAGAR,KHALILABAD,9561517502,GOVT. UMVIDYALAY DHAURAHARA,65.0,74,13.85,4,MEDIUM RISK,No,No,No,No,Yes,No,Yes,Yes,No,No
MORADABAD,MORADABAD,9040800132,GOVT.INTER COLLEGE PAKBARA,849.0,751,-11.54,4,MEDIUM RISK,Yes,No,No,No,No,No,No,Yes,No,No
MORADABAD,KUNDERKI,9040704206,GOVT.HIGH SCHOOL HATHIPUR CHITTO,34.0,39,14.71,4,MEDIUM RISK,No,No,No,No,Yes,No,No,Yes,No,Yes
BALLIA,GARWAR,9631100203,Rajkiya umv Savarupur,39.0,71,82.05,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
BALLIA,GARWAR,9631102904,RAJKIYA UPS BISUKIA,58.0,78,34.48,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
SHRAWASTI,IKAUNA,9510302403,RAJKIYA HIGH SCHOOL DEENNAM GARH,68.0,72,5.88,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
SHRAWASTI,HARIHARPUR RANI,9510207403,RAJKIYA HIGH SCHOOL SHIVBALAKPURWA,52.0,90,73.08,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
SHRAWASTI,HARIHARPUR RANI,9510216503,RAJKIYA HIGH SCHOOL JOGNI,60.0,88,46.67,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
SHRAWASTI,HARIHARPUR RANI,9510208003,RAJKIYA HIGH SCHOOL BAIRAGIJOT,54.0,73,35.19,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
BALRAMPUR,PACHPERWA,9522206002,GOVT HIGH SCHOOL BISUNPUR VISRAM,52.0,70,34.62,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
SHRAWASTI,JAMUNHA,9510409004,RAJKIYA HIGH SCHOOL DADAURA UTTARI JAMUNHA,53.0,88,66.04,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
SHRAWASTI,GILAULA,9510109605,RAJKIYA UCHATTAR MADHYAMIK VIDYALAY DIKAULI,39.0,49,25.64,4,MEDIUM RISK,No,No,No,No,Yes,No,No,Yes,No,Yes
BALRAMPUR,GAINSARI,9522304102,GOVT. UCCHATAR MADHYAMIC VIDYALAYA CHAPIYA SUKHRAMPUR,149.0,122,-18.12,4,MEDIUM RISK,No,Yes,No,No,No,No,Yes,Yes,No,No
BALRAMPUR,BALRAMPUR,9522405404,GOVT. UCCHTAR MADHYMIC VIDYALAYA CHAKWA BALRAMPUR,60.0,73,21.67,4,MEDIUM RISK,No,No,No,No,Yes,No,Yes,Yes,No,No
BALRAMPUR,BALRAMPUR,9522409704,"GOVT. UCCATAR MADHYAMIC VIDYALAYA, VIRAHIMPUR, BALRAMPUR",57.0,90,57.89,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
BALLIA,SEAR,9630102205,RAJKIYA U M V SHAHPUR AFAGA,52.0,68,30.77,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
CHANDAULI,CHANDAULI,9660117401,GHS PAITUA,52.0,75,44.23,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
CHANDAULI,CHANDAULI,9660105404,GHS KONIYA,35.0,80,128.57,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
MEERUT,PARIKSHIT GARH,9071102333,GOVT. INTER COLLEGE LALIYANA,38.0,64,68.42,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
MEERUT,MEERUT,9070104802,GOVT. HIGH SCH. SOLANA,30.0,55,83.33,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
MEERUT,MACHRA,9071001807,RAJKIYA INTER COLLEGE KAYAST BADDA,233.0,173,-25.75,4,MEDIUM RISK,No,Yes,No,No,No,No,Yes,Yes,No,No
MEERUT,MACHRA,9071001503,GOVT. HIGH SCH. BAHERORA,45.0,61,35.56,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
CHITRAKOOT,MAU,9410302604,GOVT. HIGH SCHOOL TIKARA,60.0,97,61.67,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
MEERUT,SARURPUR,9070703507,GOVT. HIGH SCHOOL KHIWAI,88.0,83,-5.68,4,MEDIUM RISK,No,No,No,No,Yes,No,Yes,Yes,No,No
MEERUT,SARDHANA,9070603907,RAJKIYA INTER COLLEGE KAPSADH,47.0,76,61.7,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
MEERUT,SARDHANA,9070607601,GOVT. HIGH SCH. MADIYAI,32.0,29,-9.38,4,MEDIUM RISK,No,No,No,No,Yes,No,No,Yes,No,Yes
MAU,GHOSI,9620504303,GOVT HIGH SCHOOL CHAK KUCHAI MAU,21.0,68,223.81,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
ETAH,ALIGANJ,9170102705,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE M NAGAR BAJHERA ETAH,29.0,75,158.62,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
DEORIA,RUDRAPUR,9600700903,RAJKIYA U.M.V.NAKAEL,95.0,92,-3.16,4,MEDIUM RISK,No,No,No,No,Yes,No,Yes,Yes,No,No
SIDDHARTHNAGAR,KHESARAHA,9540505103,RAJKIYEE U.M.V MATIYARIYA,47.0,73,55.32,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
SIDDHARTHNAGAR,ITAVA,9540703503,RAJKIYA U M VIDYALYA MUDILA BANSI,60.0,85,41.67,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
CHITRAKOOT,MANIKPUR,9410504704,GOVT. HIGH SCHOOL DADARI MAFI,59.0,80,35.59,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
CHITRAKOOT,CHITRAKOOT,9410109503,GOVT. HIGH SCHOOL SHIVRAMPUR,143.0,105,-26.57,4,MEDIUM RISK,No,Yes,No,No,No,No,Yes,Yes,No,No
DEORIA,BARAHAJ,9601704611,RAJKIYA UMV PAINA,57.0,59,3.51,4,MEDIUM RISK,No,No,No,No,Yes,No,Yes,Yes,No,No
CHITRAKOOT,PAHADI,9410202022,SAMAJWADI ABHINAV VIDYALAYA SARDHUWA,77.0,113,46.75,4,MEDIUM RISK,No,No,No,Yes,No,Yes,No,Yes,No,No
CHITRAKOOT,PAHADI,9410206505,GOVT. HIGH SCHOOL NONAR,41.0,66,60.98,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,No
