District,Block,School_ID,School_Name,C8,C9,C10,C11,C12,Total,Share_C8,Share_C9,Share_C10,Share_C11,Share_C12,HHI_2223,HHI_2526,HHI_Trend,Dominant_Class,Top2_Classes_pct,Concentration_Tag
BALLIA,GARWAR,9631102904,RAJKIYA UPS BISUKIA,0,39,39,0,0,78,0.0,0.5,0.5,0.0,0.0,0.5095,0.5,Stable,Class 9,100.0,Highly Concentrated
BALLIA,GARWAR,9631103806,RAJKIYA UPS JAGDISHPUR,0,37,17,0,0,54,0.0,0.6852,0.3148,0.0,0.0,0.5593,0.5686,Stable,Class 9,100.0,Highly Concentrated
BALLIA,GARWAR,9631100203,Rajkiya umv Savarupur,0,40,31,0,0,71,0.0,0.5634,0.4366,0.0,0.0,0.5161,0.508,Stable,Class 9,100.0,Highly Concentrated
BALLIA,MANIAR,9630702404,RAJKIYA U M V BARSARI,0,71,34,0,0,105,0.0,0.6762,0.3238,0.0,0.0,0.5111,0.5621,Becoming More Concentrated,Class 9,100.0,Highly Concentrated
BALLIA,MURLI CHHAPRA,9631701103,PRABHAVATI DS GGIC J P NAGAR,12,30,38,24,20,124,0.0968,0.2419,0.3064,0.1935,0.1613,0.2243,0.2253,Stable,Class 10,54.8,Balanced
BALLIA,MURLI CHHAPRA,9631707602,RAJKIYA U.M.V TOLA BAJRAY BALLIA,0,8,27,0,0,35,0.0,0.2286,0.7714,0.0,0.0,0.5346,0.6473,Becoming More Concentrated,Class 10,100.0,Highly Concentrated
BALLIA,MURLI CHHAPRA,9631701403,RAJKIYA U.M.V TOLA FATEH RAI BALLIA,0,53,47,0,0,100,0.0,0.53,0.47,0.0,0.0,0.5001,0.5018,Stable,Class 9,100.0,Highly Concentrated
BALLIA,NAGARA,9630205004,RAJKIY U M V TURKI,0,34,26,0,0,60,0.0,0.5667,0.4333,0.0,0.0,0.5139,0.5089,Stable,Class 9,100.0,Highly Concentrated
BALLIA,NAGARA,9630204904,RAJKIY UPS JUDANPUR,0,1,6,0,0,7,0.0,0.1428,0.857,0.0,0.0,0.5102,0.7551,Becoming More Concentrated,Class 10,100.0,Extreme Concentration
BALLIA,NAGARA,9630210104,RAJKIYA UPS KHARUAV,0,34,38,0,0,72,0.0,0.4722,0.5278,0.0,0.0,0.5318,0.5015,Stable,Class 10,100.0,Highly Concentrated
BALLIA,NAVANAGAR,9630504805,RAJKIYA UPS KOTH,0,35,33,0,0,68,0.0,0.5147,0.4853,0.0,0.0,0.5238,0.5004,Stable,Class 9,100.0,Highly Concentrated
BALLIA,PANDAH,9630608702,PT Deendayal Upadhyay Rajkiya Model Inter College Sudhauli Pandah ballia,2,17,21,17,15,72,0.0278,0.2361,0.2917,0.2361,0.2083,0.4762,0.2407,Becoming More Balanced,Class 10,52.8,Balanced
BALLIA,PANDAH,9630604004,RAJKIYA UPS EKAIL,0,12,22,0,0,34,0.0,0.3529,0.647,0.0,0.0,0.5556,0.5433,Stable,Class 10,100.0,Highly Concentrated
BALLIA,RASARA,9630306503,PT Deendayal Upadhyay Rajkiya Model Inter College Motira Rasra ballia,28,25,30,30,22,135,0.2074,0.1852,0.2222,0.2222,0.163,0.3196,0.2026,Becoming More Balanced,Class 10,44.4,Perfectly Balanced
BALLIA,RASARA,9630302508,RAJKIY BALIKA INTER COL. RASARA,7,11,23,21,19,81,0.0864,0.1358,0.2839,0.2593,0.2346,0.3308,0.2288,Becoming More Balanced,Class 10,54.3,Balanced
BALLIA,RASARA,9630302403,RAJKIYA UPS ATHILA,0,35,37,0,0,72,0.0,0.4861,0.5139,0.0,0.0,0.505,0.5004,Stable,Class 10,100.0,Highly Concentrated
BALLIA,REVATI,9631002204,RAJKIYA U M V RAJULI,0,22,34,0,0,56,0.0,0.3929,0.6071,0.0,0.0,0.5085,0.523,Stable,Class 10,100.0,Highly Concentrated
BALLIA,REVATI,9631001603,RAJKIYA U.M.V. CHOUBEY CHAPARA REWATI,0,29,18,0,0,47,0.0,0.617,0.383,0.0,0.0,0.5024,0.5274,Stable,Class 9,100.0,Highly Concentrated
BALLIA,SEAR,9630102205,RAJKIYA U M V SHAHPUR AFAGA,0,29,39,0,0,68,0.0,0.4265,0.5735,0.0,0.0,0.6065,0.5108,Becoming More Balanced,Class 10,100.0,Highly Concentrated
BALLIA,SEAR,9630103506,RAJKIYA UPS SONA DHIH,0,83,95,0,0,178,0.0,0.4663,0.5337,0.0,0.0,0.5055,0.5023,Stable,Class 10,100.0,Highly Concentrated
BALLIA,SOHAWN,9631200117,G.G.I.C CHITBARAGAON,29,64,42,46,47,228,0.1272,0.2807,0.1842,0.2018,0.2061,0.2077,0.2121,Stable,Class 9,48.7,Perfectly Balanced
BALRAMPUR,BALRAMPUR,9522405303,GOVI  SEC SCH MIRZAPUR,0,66,73,0,0,139,0.0,0.4748,0.5252,0.0,0.0,0.6394,0.5013,Becoming More Balanced,Class 10,100.0,Highly Concentrated
